customer_id,revenue,transactions,tenure_days
1065572,359.54,89,1771
1065573,39.73,35,1409
1065574,215.66,90,323
1065575,178.16,60,1574
1065576,270.53,72,791
1065577,406.54,33,116
1065578,679.23,82,323
1065579,87.55,48,258
1065580,436.96,38,1037
1065581,102.09,11,1452
1065582,82.08,58,1276
1065583,2004.39,53,984
1065584,27.77,80,1184
1065585,131.63,75,243
1065586,319.5,31,1741
1065587,119.18,82,116
1065588,293.07,95,1627
1065589,48.84,12,1608
1065590,26.73,18,1110
1065591,85.69,35,691
1065592,293.7,52,1405
1065593,199.17,9,1740
1065594,524.99,58,1603
1065595,44.27,42,1054
1065596,122.64,79,746
1065597,224.45,86,878
1065598,76.49,70,598
1065599,288.75,69,1545
1065600,174.6,38,292
1065601,438.87,71,410
1065602,346.03,61,1106
1065603,26.47,34,536
1065604,1432.35,22,1399
1065605,18.05,6,721
1065606,38.01,69,269
1065607,223.65,37,1314
1065608,349.03,80,1065
1065609,174.38,71,38
1065610,127.69,40,679
1065611,221.7,24,1350
1065612,460.65,34,1280
1065613,61.82,53,1048
1065614,64.25,11,128
1065615,86.6,62,1429
1065616,1192.85,15,617
1065617,382.8,62,1014
1065618,486.32,11,1044
1065619,1651.17,69,1745
1065620,629.48,16,960
1065621,295.22,90,1344
1065622,1587.59,14,662
1065623,76.25,5,1509
1065624,177.97,95,1143
1065625,979.96,31,506
1065626,17.59,48,657
1065627,94.05,30,304
1065628,631.12,39,315
1065629,278.08,20,1096
1065630,453.31,22,831
1065631,24.54,58,1765
1065632,89.2,79,1553
1065633,533.27,75,582
1065634,82.9,3,1098
1065635,658.4,44,462
1065636,345.49,28,225
1065637,59.95,55,943
1065638,370.41,56,602
1065639,601.09,19,1101
1065640,377.59,46,1495
1065641,466.12,75,793
1065642,30.74,24,30
1065643,3663.07,16,1771
1065644,7222.66,35,477
1065645,1358.94,31,1206
1065646,281.09,83,1684
1065647,150.52,41,1301
1065648,154.38,5,1678
1065649,626.84,76,1648
1065650,882.55,97,396
1065651,112.22,11,970
1065652,238.46,31,687
1065653,1105.8,66,247
1065654,216.36,58,1510
1065655,279.87,4,1640
1065656,1276.55,14,494
1065657,1052.21,19,691
1065658,642.83,25,118
1065659,67.84,97,154
1065660,68.85,81,1090
1065661,101.2,48,945
1065662,130.8,3,921
1065663,317.08,89,1722
1065664,218.82,69,509
1065665,201.56,93,1534
1065666,179.56,50,1639
1065667,85.38,1,1738
1065668,140.69,14,70
1065669,4538.19,33,243
1065670,566.26,81,1780
1065671,250.65,75,1189
1065672,40.43,98,45
1065673,74.55,27,1240
1065674,232.59,35,1619
1065675,1250.76,23,715
1065676,322.1,87,1270
1065677,316.92,29,40
1065678,927.05,51,47
1065679,76.28,25,1210
1065680,1322.67,86,1082
1065681,154.45,74,861
1065682,982.14,13,475
1065683,1815.56,85,33
1065684,82.38,36,1441
1065685,244.7,48,1648
1065686,630.77,19,279
1065687,173.47,97,1056
1065688,179.37,3,782
1065689,151.7,72,1264
1065690,26.24,48,1691
1065691,870.43,21,128
1065692,72.85,1,1048
1065693,15.69,42,177
1065694,859.43,83,226
1065695,437.81,10,690
1065696,50.32,91,327
1065697,900.95,10,687
1065698,543.8,70,456
1065699,244.79,68,1153
1065700,160.7,48,57
1065701,211.28,37,1201
1065702,313.5,54,1478
1065703,94.98,41,1183
1065704,936.04,38,1123
1065705,476.64,92,946
1065706,208.09,54,159
1065707,1981.71,39,950
1065708,170.4,37,377
1065709,1570.49,68,35
1065710,347.66,14,735
1065711,607.36,10,838
1065712,157.51,34,781
1065713,25.96,3,1228
1065714,434.92,20,577
1065715,58.82,63,1536
1065716,117.3,32,1798
1065717,268.0,39,1104
1065718,113.28,58,378
1065719,235.56,75,1684
1065720,310.9,1,501
1065721,41.72,58,639
1065722,340.03,90,506
1065723,116.11,25,1268
1065724,67.92,80,1094
1065725,22.16,19,1600
1065726,37.89,1,209
1065727,251.83,16,620
1065728,257.48,70,1529
1065729,455.81,68,177
1065730,1917.72,13,178
1065731,1245.55,96,1426
1065732,808.29,12,1075
1065733,1016.09,7,894
1065734,303.99,70,623
1065735,297.46,5,552
1065736,1547.99,35,1604
1065737,317.25,71,880
1065738,325.48,80,1302
1065739,991.13,89,898
1065740,175.59,2,1318
1065741,208.21,12,435
1065742,47.77,40,166
1065743,140.46,20,1712
1065744,164.74,53,335
1065745,176.28,20,1089
1065746,647.14,51,455
1065747,72.93,31,811
1065748,1461.11,70,829
1065749,20.65,45,1479
1065750,501.61,55,252
1065751,651.95,61,823
1065752,561.35,46,258
1065753,911.12,72,593
1065754,189.81,6,1155
1065755,1100.61,78,673
1065756,106.81,88,288
1065757,118.12,77,101
1065758,2930.13,75,1695
1065759,302.53,95,1179
1065760,766.7,95,395
1065761,443.79,41,1554
1065762,582.88,40,1588
1065763,22.06,14,1114
1065764,384.36,3,1632
1065765,249.37,7,736
1065766,786.79,82,1525
1065767,94.17,61,211
1065768,1024.46,75,1276
1065769,57.53,92,57
1065770,142.3,92,680
1065771,36.82,87,1497
1065772,66.91,38,453
1065773,246.74,20,1556
1065774,1264.06,60,1745
1065775,255.18,79,1690
1065776,52.42,2,1467
1065777,19.43,56,572
1065778,549.12,78,1707
1065779,111.18,34,645
1065780,130.52,67,1712
1065781,890.68,16,723
1065782,208.13,92,805
1065783,171.0,90,1711
1065784,297.04,95,521
1065785,1448.58,7,878
1065786,331.89,35,1227
1065787,18.34,37,139
1065788,91.69,95,917
1065789,173.92,41,536
1065790,689.61,52,1556
1065791,55.08,35,1378
1065792,292.54,79,146
1065793,221.8,5,1138
1065794,828.68,74,965
1065795,73.97,57,74
1065796,299.09,86,919
1065797,1540.3,6,652
1065798,719.63,79,1583
1065799,502.27,34,1453
1065800,168.57,83,1107
1065801,293.44,37,670
1065802,213.71,19,1154
1065803,683.95,95,742
1065804,460.24,54,1452
1065805,115.23,80,1272
1065806,1987.28,35,168
1065807,1038.18,52,377
1065808,86.5,76,390
1065809,161.96,80,116
1065810,202.33,49,1421
1065811,651.67,82,222
1065812,92.67,9,418
1065813,109.61,84,868
1065814,702.07,42,404
1065815,478.38,74,1348
1065816,23.61,42,683
1065817,538.68,70,417
1065818,41.72,77,1487
1065819,114.26,28,712
1065820,157.94,42,1435
1065821,139.33,86,1371
1065822,112.26,57,653
1065823,70.43,6,104
1065824,452.55,88,1368
1065825,35.31,48,1245
1065826,129.28,71,1337
1065827,632.26,82,1143
1065828,394.24,60,1036
1065829,46.46,1,996
1065830,24.16,42,1646
1065831,66.22,20,717
1065832,17.93,21,1267
1065833,273.15,71,1640
1065834,140.98,83,578
1065835,154.62,72,264
1065836,451.45,32,1783
1065837,698.09,98,1750
1065838,325.68,91,1036
1065839,187.27,61,334
1065840,105.33,14,1155
1065841,160.61,58,1606
1065842,313.8,83,1066
1065843,742.89,96,1721
1065844,46.18,28,327
1065845,63.21,19,588
1065846,242.89,27,269
1065847,19.43,81,1223
1065848,344.6,59,565
1065849,869.33,74,1369
1065850,4146.79,25,507
1065851,270.02,85,1465
1065852,686.2,59,1667
1065853,251.2,35,1080
1065854,1708.72,52,1405
1065855,147.25,85,980
1065856,363.29,8,1191
1065857,504.92,35,1278
1065858,390.05,82,1568
1065859,96.93,59,971
1065860,47.06,82,1578
1065861,833.35,38,179
1065862,330.78,76,714
1065863,267.83,51,1147
1065864,713.58,76,1282
1065865,674.64,22,1152
1065866,376.11,59,610
1065867,524.63,20,354
1065868,130.3,63,158
1065869,464.32,10,609
1065870,37.22,88,293
1065871,250.56,98,796
1065872,599.84,84,1777
1065873,103.28,67,746
1065874,290.3,40,198
1065875,351.26,98,365
1065876,84.03,70,1568
1065877,948.52,86,1034
1065878,359.39,86,200
1065879,32.75,63,1309
1065880,272.83,68,197
1065881,1400.41,68,1582
1065882,243.53,27,1740
1065883,112.08,39,1126
1065884,127.29,33,485
1065885,201.92,95,851
1065886,57.12,51,1547
1065887,1316.75,77,790
1065888,741.65,94,1234
1065889,891.35,31,1787
1065890,40.28,80,1258
1065891,285.5,75,1011
1065892,892.25,48,614
1065893,78.55,69,473
1065894,224.37,97,257
1065895,65.41,22,664
1065896,665.61,86,65
1065897,189.13,10,324
1065898,218.99,13,1045
1065899,63.16,65,1292
1065900,1568.06,68,618
1065901,260.11,44,1079
1065902,632.58,89,754
1065903,387.94,42,922
1065904,82.2,25,1624
1065905,34.14,23,987
1065906,194.48,27,782
1065907,923.14,47,698
1065908,23.02,10,632
1065909,2534.78,22,373
1065910,665.44,73,1437
1065911,307.61,10,720
1065912,212.94,71,940
1065913,685.73,55,43
1065914,56.55,61,1305
1065915,416.09,93,261
1065916,354.18,58,32
1065917,2110.13,15,1527
1065918,157.86,73,1395
1065919,258.16,22,795
1065920,225.9,86,1657
1065921,131.59,14,317
1065922,1442.15,11,1023
1065923,75.98,9,1787
1065924,39.6,42,907
1065925,327.9,83,916
1065926,102.55,53,900
1065927,331.95,66,675
1065928,523.26,42,1443
1065929,291.59,79,178
1065930,251.83,10,1515
1065931,20.61,78,780
1065932,478.87,24,1713
1065933,309.66,62,794
1065934,2319.4,4,1373
1065935,957.83,20,1214
1065936,41.33,23,1715
1065937,873.79,13,1304
1065938,51.44,20,1518
1065939,665.43,63,1303
1065940,1400.12,38,164
1065941,2299.42,43,1359
1065942,152.13,27,951
1065943,570.9,94,1293
1065944,821.71,83,120
1065945,430.41,30,1755
1065946,32.93,27,1538
1065947,294.52,66,1233
1065948,484.37,99,684
1065949,244.22,40,496
1065950,87.32,78,1338
1065951,192.28,3,334
1065952,721.57,33,1207
1065953,392.38,53,119
1065954,427.76,51,1420
1065955,181.57,66,1188
1065956,408.21,65,797
1065957,19.54,30,1634
1065958,232.1,17,525
1065959,154.91,47,877
1065960,252.79,10,574
1065961,59.9,32,92
1065962,381.57,60,739
1065963,2457.42,52,243
1065964,269.59,98,1325
1065965,258.74,16,188
1065966,4960.62,13,1209
1065967,78.49,26,963
1065968,443.14,39,160
1065969,1630.2,75,1179
1065970,153.18,56,1495
1065971,680.92,25,1042
1065972,298.91,99,108
1065973,67.39,48,115
1065974,200.9,24,595
1065975,235.53,60,1405
1065976,114.08,71,762
1065977,35.59,48,1670
1065978,149.26,59,1388
1065979,40.69,93,1115
1065980,468.73,87,1040
1065981,472.97,15,1672
1065982,53.0,80,327
1065983,269.99,54,284
1065984,48.77,26,1593
1065985,158.5,39,38
1065986,109.66,54,410
1065987,435.4,17,1026
1065988,35.05,42,1397
1065989,796.09,91,804
1065990,1067.76,75,1269
1065991,205.81,51,985
1065992,48.69,89,368
1065993,19.84,56,712
1065994,910.8,56,970
1065995,2645.7,98,1450
1065996,257.82,21,73
1065997,60.62,64,1015
1065998,65.75,92,539
1065999,1010.24,39,1574
1066000,299.69,96,1731
1066001,76.47,67,1310
1066002,3862.34,67,1531
1066003,857.91,40,420
1066004,473.13,85,878
1066005,125.27,33,919
1066006,1082.23,65,274
1066007,705.05,47,1339
1066008,215.34,77,1545
1066009,903.27,19,871
1066010,858.25,84,360
1066011,339.93,45,1401
1066012,61.79,38,1596
1066013,71.84,6,916
1066014,36.53,25,1689
1066015,1199.35,15,504
1066016,42.4,75,262
1066017,254.91,37,164
1066018,36.27,10,1640
1066019,1845.27,56,1083
1066020,60.64,28,1060
1066021,360.45,89,1292
1066022,37.28,16,1105
1066023,695.73,88,340
1066024,899.39,43,1172
1066025,249.91,34,393
1066026,226.11,14,1652
1066027,647.52,61,1569
1066028,117.74,87,399
1066029,903.82,68,1299
1066030,349.27,54,353
1066031,37.05,93,1681
1066032,2244.03,40,880
1066033,305.15,19,1245
1066034,163.07,6,1383
1066035,298.4,43,526
1066036,103.33,88,1100
1066037,203.68,12,1155
1066038,630.93,31,1642
1066039,558.49,72,987
1066040,514.73,68,305
1066041,118.96,73,1629
1066042,87.1,82,1535
1066043,389.74,35,1523
1066044,617.04,99,197
1066045,101.58,99,229
1066046,186.17,96,1750
1066047,391.89,21,636
1066048,218.13,21,1619
1066049,981.07,55,823
1066050,50.93,12,49
1066051,42.79,57,215
1066052,911.45,63,1511
1066053,513.13,60,1076
1066054,272.77,62,742
1066055,163.91,30,1773
1066056,430.44,54,381
1066057,306.93,32,632
1066058,350.49,21,1055
1066059,225.63,60,915
1066060,465.03,34,1295
1066061,736.58,49,541
1066062,723.96,66,423
1066063,423.57,40,1152
1066064,243.61,5,159
1066065,417.14,59,677
1066066,1026.65,44,199
1066067,203.29,9,1724
1066068,176.45,38,167
1066069,442.43,93,367
1066070,593.46,44,232
1066071,216.89,88,214
1066072,420.15,13,1325
1066073,89.27,77,1614
1066074,241.49,58,1505
1066075,1577.39,99,648
1066076,507.38,75,981
1066077,112.57,51,1401
1066078,132.19,46,1359
1066079,55.03,28,991
1066080,1716.76,64,1760
1066081,74.18,80,671
1066082,11.77,24,1124
1066083,45.25,82,377
1066084,260.76,62,634
1066085,103.5,6,518
1066086,285.78,65,422
1066087,368.64,90,531
1066088,115.73,92,897
1066089,81.15,30,1084
1066090,730.0,59,626
1066091,350.05,65,1747
1066092,9.86,37,1674
1066093,38.68,94,1621
1066094,28.46,43,1563
1066095,202.07,12,1306
1066096,312.12,64,1222
1066097,199.18,2,1039
1066098,115.11,66,1605
1066099,834.08,39,109
1066100,359.45,27,1167
1066101,81.9,58,581
1066102,88.54,59,282
1066103,98.04,20,538
1066104,161.27,28,1710
1066105,255.24,53,203
1066106,401.84,49,283
1066107,91.1,11,1130
1066108,48.06,58,878
1066109,392.36,60,1427
1066110,661.62,71,133
1066111,1904.9,52,1118
1066112,397.7,38,732
1066113,101.91,61,1708
1066114,509.18,39,1063
1066115,204.18,12,1182
1066116,48.7,40,1453
1066117,230.87,46,1563
1066118,343.48,40,304
1066119,1366.89,74,480
1066120,266.56,29,509
1066121,91.98,49,611
1066122,25.42,17,827
1066123,55.99,48,1313
1066124,76.38,25,845
1066125,1807.14,2,761
1066126,194.58,41,828
1066127,219.75,36,656
1066128,917.29,18,405
1066129,504.3,3,895
1066130,178.66,45,764
1066131,968.51,2,602
1066132,107.68,98,1313
1066133,343.92,85,153
1066134,54.25,25,1486
1066135,334.37,42,117
1066136,829.89,16,953
1066137,696.15,41,737
1066138,722.4,54,1014
1066139,7826.94,72,1088
1066140,177.49,53,895
1066141,82.72,77,697
1066142,422.95,88,1705
1066143,85.08,96,737
1066144,62.83,79,1161
1066145,180.75,39,843
1066146,2634.2,45,1754
1066147,559.39,12,788
1066148,386.29,92,56
1066149,32.87,59,1705
1066150,115.87,92,562
1066151,1365.22,79,125
1066152,176.98,93,229
1066153,3408.16,86,464
1066154,418.91,44,561
1066155,204.27,89,1399
1066156,167.88,84,1264
1066157,226.32,56,491
1066158,42.85,75,125
1066159,786.56,50,1527
1066160,415.73,81,622
1066161,179.93,4,1643
1066162,214.05,57,602
1066163,646.61,48,323
1066164,2795.37,80,1681
1066165,1537.46,55,1694
1066166,305.79,10,1292
1066167,91.18,38,212
1066168,38.86,74,1282
1066169,283.51,29,1492
1066170,95.59,70,870
1066171,294.78,40,1759
1066172,346.81,34,521
1066173,578.43,26,851
1066174,59.99,6,1552
1066175,84.39,26,333
1066176,167.83,90,1191
1066177,334.49,58,1200
1066178,311.66,41,1377
1066179,5397.48,14,914
1066180,16.26,98,1419
1066181,927.3,43,1763
1066182,871.72,44,1791
1066183,81.58,46,1222
1066184,138.83,42,1098
1066185,2026.14,38,1497
1066186,115.98,41,1364
1066187,118.31,97,672
1066188,282.57,12,1063
1066189,452.51,84,1467
1066190,810.03,70,165
1066191,853.05,34,638
1066192,625.29,73,972
1066193,24.79,33,1703
1066194,232.85,75,331
1066195,543.4,84,655
1066196,556.52,19,845
1066197,104.38,75,1195
1066198,71.72,58,1200
1066199,66.03,20,1269
1066200,427.79,38,1317
1066201,819.51,30,1734
1066202,290.11,99,1360
1066203,67.77,11,378
1066204,303.54,59,1786
1066205,78.08,15,1366
1066206,101.05,51,1518
1066207,157.22,75,852
1066208,93.86,38,988
1066209,63.04,29,1548
1066210,1570.65,89,1572
1066211,25.4,9,455
1066212,120.31,18,395
1066213,188.87,13,1315
1066214,1068.01,85,111
1066215,348.49,76,641
1066216,174.54,52,1192
1066217,100.54,55,542
1066218,969.45,55,850
1066219,92.95,27,73
1066220,315.25,90,803
1066221,199.68,16,214
1066222,435.31,91,795
1066223,1612.16,56,1663
1066224,570.55,48,1140
1066225,209.62,52,1524
1066226,1827.76,52,889
1066227,1629.09,43,582
1066228,960.47,43,378
1066229,343.24,95,32
1066230,97.0,8,853
1066231,14.31,46,959
1066232,315.36,31,771
1066233,619.43,84,459
1066234,49.18,14,1024
1066235,402.86,74,481
1066236,143.38,37,930
1066237,451.38,78,948
1066238,116.76,9,402
1066239,102.38,1,186
1066240,227.4,69,1386
1066241,59.64,36,1326
1066242,775.79,11,533
1066243,250.71,99,72
1066244,61.96,20,1498
1066245,116.9,22,419
1066246,496.84,79,1713
1066247,170.42,6,80
1066248,573.58,19,1312
1066249,74.13,25,1269
1066250,174.92,99,447
1066251,224.38,48,1045
1066252,3541.44,33,227
1066253,102.15,18,173
1066254,518.97,77,577
1066255,430.85,12,1327
1066256,1992.93,37,413
1066257,1250.74,12,1500
1066258,140.46,23,1172
1066259,69.47,93,269
1066260,44.75,10,774
1066261,324.79,16,1442
1066262,825.98,17,228
1066263,965.43,71,205
1066264,178.88,78,783
1066265,258.07,65,577
1066266,1354.6,89,1192
1066267,97.92,20,830
1066268,12.55,14,712
1066269,976.37,3,1429
1066270,60.8,98,1637
1066271,172.66,46,1487
1066272,423.23,98,1600
1066273,140.52,91,1409
1066274,894.63,29,387
1066275,6036.58,6,1049
1066276,92.9,53,123
1066277,287.34,39,1523
1066278,246.16,86,225
1066279,356.15,16,1709
1066280,118.62,74,371
1066281,112.14,21,150
1066282,115.37,74,105
1066283,140.65,51,1292
1066284,143.34,49,651
1066285,12.11,54,671
1066286,272.15,40,126
1066287,170.47,80,478
1066288,103.32,38,1331
1066289,273.59,21,1509
1066290,243.08,76,596
1066291,151.83,84,1764
1066292,247.28,69,1014
1066293,121.72,47,127
1066294,60.17,30,276
1066295,2574.21,13,1402
1066296,134.95,99,103
1066297,336.52,55,1604
1066298,5517.9,4,1033
1066299,148.94,31,679
1066300,425.06,75,137
1066301,3991.93,40,226
1066302,33.79,34,981
1066303,1212.68,44,315
1066304,319.43,55,941
1066305,133.46,3,1226
1066306,259.35,33,1098
1066307,158.51,92,1659
1066308,1622.14,98,1216
1066309,240.04,12,1487
1066310,565.32,10,369
1066311,129.71,58,450
1066312,347.53,91,1229
1066313,154.57,41,1650
1066314,44.53,57,183
1066315,1176.25,28,1738
1066316,371.57,39,1456
1066317,617.37,12,59
1066318,102.09,13,1626
1066319,1014.0,46,1623
1066320,428.98,24,1399
1066321,293.03,37,1632
1066322,841.45,10,1086
1066323,164.83,95,1087
1066324,1157.11,58,1262
1066325,110.53,16,1135
1066326,254.66,32,1055
1066327,79.54,26,770
1066328,61.69,34,790
1066329,139.92,95,1499
1066330,201.73,99,386
1066331,474.44,79,588
1066332,113.11,77,375
1066333,494.87,14,1251
1066334,166.68,98,93
1066335,135.25,46,1704
1066336,520.78,97,1600
1066337,127.32,25,342
1066338,2186.91,87,663
1066339,411.08,35,638
1066340,47.41,54,491
1066341,212.08,72,719
1066342,112.54,50,1591
1066343,34.14,90,1324
1066344,870.84,93,1796
1066345,895.23,92,1429
1066346,102.54,77,879
1066347,574.07,43,1198
1066348,700.9,23,1568
1066349,241.01,68,1170
1066350,767.19,76,283
1066351,348.42,19,544
1066352,967.32,62,1455
1066353,59.92,56,539
1066354,292.24,13,706
1066355,311.64,64,824
1066356,61.08,69,825
1066357,68.51,45,1660
1066358,36.57,30,1552
1066359,258.33,88,838
1066360,144.26,30,540
1066361,51.99,61,775
1066362,1054.38,8,1590
1066363,395.58,71,1106
1066364,102.57,48,155
1066365,312.28,47,128
1066366,183.91,97,1507
1066367,37.53,19,1279
1066368,339.9,88,659
1066369,1750.8,49,1082
1066370,1331.96,53,397
1066371,277.01,28,1159
1066372,145.01,16,875
1066373,480.79,87,1377
1066374,336.92,75,772
1066375,207.2,26,401
1066376,2280.5,86,482
1066377,152.12,50,55
1066378,771.66,95,999
1066379,290.8,98,131
1066380,292.49,97,834
1066381,33.75,91,1322
1066382,917.54,89,970
1066383,667.88,16,1015
1066384,306.62,16,301
1066385,847.05,47,76
1066386,402.89,3,158
1066387,51.58,86,349
1066388,76.35,85,770
1066389,227.53,37,1258
1066390,32.15,26,791
1066391,940.98,51,443
1066392,188.92,75,415
1066393,288.39,8,478
1066394,75.36,54,1443
1066395,531.55,7,254
1066396,206.18,74,955
1066397,165.46,24,1015
1066398,1330.28,14,922
1066399,1177.7,38,174
1066400,601.64,85,1068
1066401,314.46,58,1196
1066402,131.72,51,323
1066403,173.02,83,1043
1066404,163.74,1,122
1066405,391.74,41,110
1066406,235.55,40,1347
1066407,242.7,30,1632
1066408,1554.75,16,465
1066409,965.33,37,677
1066410,95.83,87,912
1066411,349.45,47,929
1066412,96.46,51,644
1066413,504.34,32,634
1066414,2477.61,85,810
1066415,159.61,27,938
1066416,631.89,16,413
1066417,1696.41,29,409
1066418,207.79,27,1793
1066419,442.82,72,1615
1066420,1915.62,5,284
1066421,79.58,80,1548
1066422,70.53,16,321
1066423,54.98,68,1548
1066424,605.43,44,1234
1066425,72.55,95,250
1066426,479.06,77,750
1066427,1250.8,40,1384
1066428,110.58,9,818
1066429,98.05,72,1085
1066430,546.7,38,900
1066431,259.16,32,1067
1066432,14.36,10,1213
1066433,1538.02,24,836
1066434,474.56,13,88
1066435,155.02,78,287
1066436,147.67,52,346
1066437,566.98,6,772
1066438,231.86,57,1453
1066439,262.09,37,1434
1066440,293.2,40,1113
1066441,91.57,37,648
1066442,158.71,56,1466
1066443,195.2,25,731
1066444,98.22,9,823
1066445,340.25,50,683
1066446,437.55,28,1094
1066447,1851.58,32,1245
1066448,98.18,36,330
1066449,712.34,12,1566
1066450,1352.78,76,613
1066451,764.72,49,262
1066452,134.6,85,585
1066453,168.83,90,164
1066454,1512.5,25,327
1066455,195.63,92,1351
1066456,236.0,14,999
1066457,136.45,47,1724
1066458,619.3,69,252
1066459,12.77,87,1350
1066460,92.57,88,37
1066461,75.5,14,462
1066462,1645.93,19,1072
1066463,323.32,54,337
1066464,192.08,27,1262
1066465,191.56,70,888
1066466,46.62,37,1220
1066467,1245.68,7,1411
1066468,160.51,49,1385
1066469,498.57,28,635
1066470,111.3,37,1314
1066471,227.7,49,203
1066472,81.24,79,1552
1066473,181.7,64,1237
1066474,853.15,69,1270
1066475,277.82,20,1306
1066476,383.35,8,725
1066477,263.8,19,803
1066478,1732.62,1,848
1066479,91.85,28,528
1066480,207.32,22,125
1066481,306.58,56,287
1066482,74.06,14,1660
1066483,284.79,7,1796
1066484,253.55,99,877
1066485,280.53,8,740
1066486,282.01,44,912
1066487,109.3,69,246
1066488,34.83,50,1402
1066489,304.81,97,804
1066490,83.76,83,114
1066491,219.0,57,654
1066492,99.67,59,169
1066493,41.39,78,1496
1066494,377.19,75,1726
1066495,567.03,25,503
1066496,919.61,23,1434
1066497,143.1,49,230
1066498,256.63,12,137
1066499,368.25,5,1079
1066500,833.36,66,1646
1066501,29.96,68,780
1066502,41.99,40,70
1066503,1294.58,16,1675
1066504,32.39,37,1711
1066505,735.72,90,399
1066506,1208.59,89,364
1066507,641.68,75,1776
1066508,73.42,46,841
1066509,83.92,25,63
1066510,228.35,35,1752
1066511,2001.79,96,305
1066512,1982.39,99,1719
1066513,350.28,11,1692
1066514,36.12,33,1633
1066515,297.31,42,854
1066516,190.7,13,809
1066517,251.46,24,1596
1066518,33.52,73,784
1066519,327.87,74,1331
1066520,40.29,26,1123
1066521,11.75,95,167
1066522,320.31,75,1785
1066523,2446.35,99,1538
1066524,89.77,29,495
1066525,138.75,89,1200
1066526,716.87,99,1118
1066527,987.49,93,1559
1066528,277.72,22,280
1066529,104.57,1,1159
1066530,1201.52,17,283
1066531,55.91,37,1702
1066532,130.92,24,801
1066533,495.68,73,319
1066534,37.25,93,944
1066535,389.94,27,1426
1066536,959.43,24,958
1066537,1829.59,97,653
1066538,153.23,63,679
1066539,144.29,34,80
1066540,577.06,95,333
1066541,116.59,73,132
1066542,168.94,93,1374
1066543,360.15,99,755
1066544,382.51,3,351
1066545,24.82,37,264
1066546,60.36,27,104
1066547,27.12,86,1450
1066548,33.07,80,768
1066549,63.91,47,186
1066550,187.41,31,319
1066551,210.49,11,1150
1066552,18.5,37,214
1066553,79.85,53,823
1066554,39.57,85,1409
1066555,192.43,62,853
1066556,111.33,64,177
1066557,1107.92,90,1230
1066558,206.98,79,1093
1066559,118.11,76,732
1066560,178.62,18,1021
1066561,113.03,71,73
1066562,1223.82,60,1485
1066563,163.65,49,1617
1066564,422.95,90,1795
1066565,631.18,52,462
1066566,110.7,80,1360
1066567,28.1,1,923
1066568,137.43,98,1550
1066569,525.72,37,366
1066570,31.99,35,1170
1066571,331.41,5,999
1066572,670.27,56,233
1066573,1299.76,55,141
1066574,551.91,96,604
1066575,347.67,86,1706
1066576,305.91,89,202
1066577,57.43,68,1468
1066578,78.58,25,108
1066579,30.61,96,971
1066580,266.76,46,986
1066581,415.24,60,653
1066582,281.81,74,544
1066583,343.92,93,951
1066584,608.87,42,1152
1066585,49.77,6,1593
1066586,263.86,71,1414
1066587,328.92,47,902
1066588,139.39,82,1280
1066589,19.09,4,655
1066590,71.59,38,975
1066591,132.96,35,1621
1066592,292.81,96,505
1066593,254.72,45,582
1066594,2460.16,28,299
1066595,759.31,27,765
1066596,238.03,1,725
1066597,282.99,85,846
1066598,1124.18,58,345
1066599,1177.21,33,481
1066600,365.37,90,305
1066601,1958.58,82,822
1066602,83.3,33,1721
1066603,236.37,39,1773
1066604,10932.42,20,1737
1066605,573.83,50,1736
1066606,206.61,79,52
1066607,277.2,19,1676
1066608,303.56,40,1044
1066609,1815.16,78,211
1066610,642.29,26,1524
1066611,222.64,35,1267
1066612,32.75,72,473
1066613,102.31,22,1285
1066614,262.98,23,1742
1066615,209.45,60,1579
1066616,911.45,58,1643
1066617,185.37,37,1334
1066618,669.41,79,1692
1066619,41.83,20,651
1066620,130.4,14,1797
1066621,563.19,8,945
1066622,2924.1,43,400
1066623,206.35,23,1548
1066624,661.53,88,802
1066625,1216.06,65,1056
1066626,768.04,20,671
1066627,600.6,26,151
1066628,160.01,2,910
1066629,1515.31,3,223
1066630,50.32,20,1024
1066631,53.5,10,531
1066632,2300.48,29,896
1066633,377.64,64,164
1066634,55.39,23,823
1066635,43.8,64,662
1066636,41.64,59,1005
1066637,2810.81,30,755
1066638,221.96,68,580
1066639,131.53,24,1655
1066640,1727.69,46,745
1066641,330.81,83,136
1066642,165.19,57,1717
1066643,873.97,51,1343
1066644,501.32,69,1034
1066645,502.98,13,256
1066646,176.93,52,1724
1066647,83.56,14,1657
1066648,72.78,68,726
1066649,276.85,68,185
1066650,246.91,67,1289
1066651,436.75,38,748
1066652,146.97,67,881
1066653,1137.25,63,1145
1066654,49.87,39,444
1066655,404.1,52,1764
1066656,82.16,25,632
1066657,182.76,45,971
1066658,81.05,7,89
1066659,157.41,46,876
1066660,67.74,25,1391
1066661,73.63,28,1441
1066662,777.84,44,1123
1066663,46.19,5,239
1066664,533.76,59,966
1066665,680.07,45,1260
1066666,587.86,69,151
1066667,237.0,33,186
1066668,65.99,34,1513
1066669,38.31,82,1785
1066670,59.38,37,47
1066671,59.82,79,1531
1066672,340.36,60,468
1066673,44.76,84,971
1066674,190.93,55,226
1066675,256.78,98,1632
1066676,170.09,49,857
1066677,176.86,29,626
1066678,1131.89,56,694
1066679,445.7,81,808
1066680,568.87,68,994
1066681,156.66,27,939
1066682,627.3,23,1108
1066683,352.29,9,1187
