order_id,customer_id,order_date,order_amount,payment_status
51326,1570,2025-03-03,21.2,Paid
51327,1463,2025-02-25,402.44,Processing
51328,1618,2025-01-18,28.39,Paid
51329,1285,2025-02-20,66.34,Paid
51330,1212,2025-02-14,128.54,Paid
51331,1530,2025-03-26,118.07,Processing
51332,1300,2025-02-26,159.22,Refunded
51333,1482,2025-03-07,117.93,Refunded
51334,1348,2025-03-05,428.57,Paid
51335,1410,2025-03-18,61.27,Paid
51336,1793,2025-03-20,68.04,Paid
51337,1446,2025-02-04,400.25,Paid
51338,1726,2025-03-24,31.98,Processing
51339,1832,2025-01-21,161.07,Paid
51340,1253,2025-01-22,191.73,Paid
51341,1201,2025-03-17,125.64,Paid
51342,1123,2025-01-20,197.74,Paid
51343,1072,2025-03-18,48.45,Paid
51344,1369,2025-02-17,307.22,Paid
51345,1755,2025-02-15,42.63,Paid
51346,1474,2025-02-23,96.83,Paid
51347,1840,2025-01-16,31.74,Refunded
51348,1501,2025-03-08,138.19,Paid
51349,1467,2025-01-11,186.18,Paid
51350,1445,2025-03-02,445.1,Processing
51351,1467,2025-03-13,221.68,Paid
51352,1115,2025-03-09,136.84,Paid
51353,1040,2025-01-19,424.6,Paid
51354,1199,2025-02-03,117.64,Paid
51355,1507,2025-02-21,143.56,Paid
51356,1308,2025-03-06,155.99,Paid
51357,1383,2025-02-05,99.14,Paid
51358,1824,2025-02-25,293.47,Paid
51359,1588,2025-03-22,50.72,Paid
51360,1503,2025-03-22,141.4,Paid
51361,1818,2025-02-18,212.15,Paid
51362,2027,2025-03-23,371.47,Paid
51363,1211,2025-01-25,343.02,Paid
51364,1526,2025-03-26,126.62,Paid
51365,1106,2025-03-14,174.57,Paid
51366,1132,2025-01-10,95.19,Paid
51367,1626,2025-03-18,114.72,Processing
51368,1506,2025-01-04,375.09,Paid
51369,1219,2025-02-08,420.41,Paid
51370,1204,2025-02-16,358.66,Paid
51371,1765,2025-03-24,42.34,Paid
51372,1118,2025-03-06,304.65,Paid
51373,1338,2025-01-12,464.53,Processing
51374,1159,2025-01-06,87.24,Paid
51375,1742,2025-01-26,129.67,Processing
51376,1271,2025-01-01,246.5,Paid
51377,1700,2025-02-08,143.86,Paid
51378,1628,2025-03-11,775.01,Processing
51379,1053,2025-02-24,111.24,Paid
51380,1025,2025-02-15,207.73,Processing
51381,1828,2025-03-07,255.96,Processing
51382,1471,2025-02-04,122.21,Paid
51383,1834,2025-01-18,311.72,Paid
51384,1500,2025-03-25,138.5,Paid
51385,1286,2025-02-19,99.57,Paid
51386,1155,2025-02-13,37.11,Paid
51387,1586,2025-03-16,94.99,Paid
51388,1547,2025-02-04,218.6,Paid
51389,1498,2025-01-18,401.29,Paid
51390,1768,2025-01-17,63.49,Paid
51391,1185,2025-02-27,85.83,Paid
51392,1063,2025-01-09,45.08,Paid
51393,1429,2025-03-12,196.03,Paid
51394,1722,2025-03-21,503.54,Paid
51395,1471,2025-03-26,173.64,Paid
51396,1799,2025-01-14,163.99,Paid
51397,1196,2025-01-26,140.94,Processing
51398,1280,2025-02-19,33.89,Paid
51399,1775,2025-01-19,216.12,Paid
51400,1006,2025-03-14,158.21,Paid
51401,1376,2025-01-13,182.47,Paid
51402,1100,2025-01-27,363.61,Paid
51403,1552,2025-01-25,249.84,Paid
51404,1567,2025-01-16,247.74,Paid
51405,1048,2025-02-02,412.97,Paid
51406,1195,2025-02-22,709.8,Refunded
51407,1029,2025-03-27,150.58,Paid
51408,1754,2025-01-03,37.29,Paid
51409,1502,2025-02-08,112.19,Paid
51410,1274,2025-01-02,252.39,Paid
51411,1605,2025-02-26,24.22,Paid
51412,1041,2025-03-09,28.79,Paid
51413,1186,2025-02-20,30.43,Paid
51414,1415,2025-01-27,216.98,Paid
51415,1364,2025-01-06,124.32,Paid
51416,1615,2025-02-12,89.04,Paid
51417,1044,2025-01-09,36.74,Paid
51418,1702,2025-03-12,217.65,Paid
51419,1621,2025-02-25,78.07,Paid
51420,2032,2025-01-16,66.25,Paid
51421,1540,2025-01-12,178.47,Paid
51422,1207,2025-02-20,142.81,Paid
51423,1134,2025-01-23,87.51,Paid
51424,1334,2025-03-19,173.87,Refunded
51425,1239,2025-03-11,67.46,Paid
51426,1422,2025-03-21,257.59,Refunded
51427,1557,2025-03-17,59.07,Paid
51428,1283,2025-03-22,45.95,Paid
51429,1187,2025-02-23,248.79,Paid
51430,1246,2025-03-02,204.59,Paid
51431,1561,2025-01-04,50.25,Processing
51432,1147,2025-02-24,38.54,Paid
51433,1220,2025-03-01,293.39,Paid
51434,1284,2025-02-02,244.82,Paid
51435,1371,2025-03-17,79.46,Paid
51436,1431,2025-02-02,181.03,Refunded
51437,1812,2025-03-25,39.89,Paid
51438,1285,2025-01-01,126.1,Paid
51439,1509,2025-01-23,22.84,Paid
51440,1448,2025-02-02,94.54,Refunded
51441,1661,2025-01-05,31.67,Paid
51442,1663,2025-02-26,116.7,Refunded
51443,1772,2025-01-03,102.14,Paid
51444,1645,2025-02-20,108.15,Paid
51445,1205,2025-02-21,26.96,Paid
51446,1085,2025-03-21,87.32,Paid
51447,1126,2025-01-27,231.89,Paid
51448,1844,2025-03-27,89.05,Paid
51449,1191,2025-02-01,208.38,Paid
51450,1303,2025-02-11,89.18,Paid
51451,1587,2025-02-07,102.55,Processing
51452,1540,2025-03-21,144.48,Paid
51453,1112,2025-01-21,471.42,Paid
51454,1435,2025-02-21,37.29,Paid
51455,1182,2025-03-04,25.02,Paid
51456,1582,2025-01-18,160.46,Processing
51457,1241,2025-01-25,466.68,Paid
51458,1557,2025-01-27,706.68,Paid
51459,1368,2025-03-17,119.3,Paid
51460,1842,2025-01-06,114.69,Paid
51461,1260,2025-03-20,175.33,Paid
51462,1032,2025-01-08,141.67,Paid
51463,1519,2025-01-21,170.8,Paid
51464,1849,2025-02-15,330.72,Paid
51465,1257,2025-02-07,225.74,Processing
51466,1650,2025-03-17,123.04,Paid
51467,1325,2025-01-04,112.95,Refunded
51468,1310,2025-01-01,173.08,Processing
51469,1563,2025-01-07,111.24,Paid
51470,1166,2025-01-01,111.81,Paid
51471,1583,2025-02-22,22.47,Paid
51472,1325,2025-03-15,48.69,Paid
51473,1382,2025-02-02,120.57,Paid
51474,1237,2025-01-04,279.45,Paid
51475,1175,2025-01-23,69.01,Paid
51476,1078,2025-02-11,130.92,Paid
51477,1600,2025-01-11,83.46,Paid
51478,1258,2025-03-08,36.61,Paid
51479,1846,2025-03-25,496.58,Paid
51480,1351,2025-03-17,309.32,Paid
51481,1781,2025-02-27,32.26,Refunded
51482,1599,2025-03-17,210.83,Paid
51483,1059,2025-03-05,84.06,Paid
51484,1279,2025-03-10,810.31,Paid
51485,1424,2025-02-02,74.02,Paid
51486,1150,2025-03-08,60.92,Paid
51487,1189,2025-03-10,145.86,Paid
51488,1005,2025-02-05,290.39,Processing
51489,1640,2025-01-26,52.08,Paid
51490,1758,2025-02-12,205.37,Paid
51491,1259,2025-03-13,29.51,Paid
51492,1791,2025-01-17,396.88,Paid
51493,1773,2025-01-05,32.68,Paid
51494,1494,2025-01-20,388.42,Paid
51495,1663,2025-02-12,121.24,Refunded
51496,1283,2025-01-13,109.16,Paid
51497,1732,2025-01-17,563.5,Paid
51498,1357,2025-02-19,716.65,Paid
51499,1008,2025-03-27,177.55,Paid
51500,1570,2025-03-01,40.39,Paid
51501,1821,2025-03-11,125.83,Paid
51502,1426,2025-02-02,132.99,Processing
51503,1129,2025-02-04,128.37,Paid
51504,1344,2025-01-17,146.42,Paid
51505,1541,2025-02-08,22.84,Refunded
51506,1198,2025-03-14,206.32,Paid
51507,1380,2025-01-04,206.92,Paid
51508,1544,2025-02-19,38.4,Paid
51509,1462,2025-03-24,146.68,Paid
51510,1790,2025-03-20,146.02,Paid
51511,1360,2025-02-27,192.07,Paid
51512,1542,2025-03-07,33.39,Paid
51513,1287,2025-02-12,167.73,Paid
51514,1315,2025-03-02,69.43,Paid
51515,1460,2025-01-08,126.09,Processing
51516,2003,2025-01-21,242.63,Paid
51517,1117,2025-03-20,203.45,Paid
51518,1758,2025-01-16,38.99,Paid
51519,1723,2025-02-27,154.17,Paid
51520,1529,2025-03-23,541.63,Processing
51521,1485,2025-01-13,45.58,Paid
51522,1193,2025-01-15,307.5,Paid
51523,1678,2025-02-08,201.88,Paid
51524,1383,2025-03-14,243.09,Paid
51525,1247,2025-03-22,69.68,Paid
51526,1032,2025-03-23,70.93,Refunded
51527,1355,2025-02-18,374.7,Paid
51528,1688,2025-02-10,86.9,Processing
51529,1330,2025-02-14,29.76,Paid
51530,1826,2025-02-07,157.67,Processing
51531,1833,2025-02-26,40.0,Paid
51532,1700,2025-03-07,258.88,Processing
51533,1443,2025-01-01,173.98,Paid
51534,1403,2025-02-18,331.59,Processing
51535,1632,2025-01-25,250.45,Paid
51536,1026,2025-02-17,37.84,Paid
51537,1130,2025-02-15,91.96,Paid
51538,1761,2025-03-25,243.46,Refunded
51539,1438,2025-03-08,101.02,Paid
51540,1353,2025-03-20,558.3,Paid
51541,1149,2025-03-03,219.62,Paid
51542,1763,2025-02-25,22.34,Paid
51543,1850,2025-03-08,338.02,Paid
51544,1367,2025-03-16,35.94,Paid
51545,1194,2025-03-13,42.71,Paid
51546,1114,2025-02-20,218.92,Paid
51547,1079,2025-03-18,320.34,Processing
51548,1237,2025-01-24,135.29,Processing
51549,1732,2025-02-11,71.17,Paid
51550,2043,2025-02-24,84.92,Paid
51551,1081,2025-01-01,82.99,Paid
51552,1238,2025-01-02,79.33,Paid
51553,1366,2025-02-13,61.74,Paid
51554,1146,2025-01-24,160.81,Paid
51555,1400,2025-03-04,366.0,Paid
51556,1665,2025-03-02,75.03,Paid
51557,1434,2025-01-26,51.0,Paid
51558,1811,2025-03-17,293.56,Paid
51559,1455,2025-01-26,223.09,Paid
51560,1412,2025-01-23,420.69,Paid
51561,1737,2025-03-01,47.14,Paid
51562,1761,2025-01-15,43.37,Paid
51563,1826,2025-01-02,136.95,Paid
51564,1100,2025-01-20,162.96,Paid
51565,1082,2025-02-09,118.14,Paid
51566,1073,2025-01-04,157.06,Paid
51567,1231,2025-03-14,49.84,Paid
51568,1076,2025-03-09,117.98,Paid
51569,1134,2025-03-01,180.98,Paid
51570,1450,2025-01-20,105.03,Paid
51571,1754,2025-01-22,190.66,Paid
51572,1831,2025-02-02,110.0,Paid
51573,1556,2025-03-21,80.88,Paid
51574,1101,2025-03-03,74.28,Processing
51575,1207,2025-01-23,99.37,Paid
51576,1025,2025-01-17,23.5,Paid
51577,1546,2025-01-13,185.63,Paid
51578,1680,2025-03-04,299.75,Paid
51579,1149,2025-03-07,85.69,Paid
51580,1225,2025-02-11,27.07,Paid
51581,1753,2025-03-10,668.85,Processing
51582,1496,2025-01-13,65.92,Paid
51583,1714,2025-01-12,40.31,Paid
51584,1697,2025-02-07,89.25,Paid
51585,1376,2025-03-19,221.23,Paid
51586,1797,2025-03-12,72.2,Processing
51587,1146,2025-02-15,148.25,Paid
51588,1590,2025-01-24,100.57,Paid
51589,1209,2025-02-14,38.79,Refunded
51590,1244,2025-01-21,80.14,Paid
51591,1463,2025-03-05,213.58,Paid
51592,1229,2025-02-26,162.01,Refunded
51593,1293,2025-02-12,39.14,Paid
51594,1436,2025-03-27,46.75,Paid
51595,1843,2025-01-16,173.55,Paid
51596,1471,2025-03-12,271.83,Processing
51597,1278,2025-03-02,84.5,Processing
51598,1156,2025-02-06,155.7,Paid
51599,1127,2025-03-21,48.07,Processing
51600,1727,2025-01-04,75.96,Paid
51601,1554,2025-02-13,23.07,Paid
51602,1420,2025-02-17,239.33,Paid
51603,1118,2025-02-24,96.88,Paid
51604,1001,2025-03-08,274.03,Paid
51605,1769,2025-03-24,204.84,Paid
51606,1626,2025-02-03,284.69,Paid
51607,1606,2025-01-17,70.46,Processing
51608,1216,2025-03-13,50.71,Paid
51609,1677,2025-02-27,555.83,Processing
51610,1193,2025-01-04,209.52,Processing
51611,1031,2025-02-10,289.4,Paid
51612,1317,2025-01-10,21.98,Paid
51613,1835,2025-02-26,85.65,Paid
51614,1275,2025-02-12,223.69,Paid
51615,1232,2025-03-01,32.18,Paid
51616,1486,2025-01-21,145.67,Paid
51617,1573,2025-02-20,104.07,Paid
51618,1606,2025-03-09,22.67,Paid
51619,1261,2025-03-13,60.37,Paid
51620,1017,2025-02-12,70.28,Paid
51621,1580,2025-01-22,37.79,Paid
51622,1192,2025-02-16,169.76,Refunded
51623,1694,2025-01-11,61.64,Paid
51624,1575,2025-02-03,68.78,Processing
51625,1748,2025-01-02,362.77,Paid
51626,1040,2025-03-04,114.42,Paid
51627,1487,2025-02-05,94.67,Paid
51628,1609,2025-02-20,213.03,Paid
51629,1270,2025-01-02,380.55,Paid
51630,1429,2025-03-05,23.8,Processing
51631,1166,2025-01-27,109.2,Paid
51632,1512,2025-03-01,161.54,Paid
51633,1357,2025-03-21,77.53,Paid
51634,1522,2025-03-12,242.03,Paid
51635,1610,2025-01-21,553.56,Paid
51636,1522,2025-02-17,450.83,Paid
51637,1589,2025-01-18,66.38,Paid
51638,1438,2025-02-25,58.49,Paid
51639,1330,2025-03-11,493.7,Processing
51640,1651,2025-01-12,112.05,Paid
51641,1850,2025-02-06,55.04,Paid
51642,1232,2025-01-05,204.14,Paid
51643,1850,2025-01-21,70.2,Paid
51644,1721,2025-01-23,66.64,Paid
51645,1499,2025-03-20,337.1,Paid
51646,1422,2025-03-08,46.6,Paid
51647,1229,2025-02-21,29.98,Paid
51648,1477,2025-01-23,67.04,Paid
51649,1217,2025-02-03,160.07,Paid
51650,1517,2025-01-09,39.7,Paid
51651,1164,2025-03-04,115.68,Paid
51652,1099,2025-03-05,168.06,Paid
51653,1409,2025-03-15,303.31,Paid
51654,1420,2025-02-13,59.18,Processing
51655,1181,2025-02-16,275.02,Paid
51656,1620,2025-03-08,60.16,Paid
51657,1774,2025-02-24,189.41,Paid
51658,1074,2025-03-18,104.5,Paid
51659,1132,2025-02-22,38.27,Paid
51660,1522,2025-01-22,207.9,Processing
51661,1065,2025-03-03,56.84,Paid
51662,1067,2025-01-01,49.15,Paid
51663,1846,2025-03-26,86.55,Paid
51664,1253,2025-03-08,178.89,Paid
51665,1211,2025-01-09,59.99,Paid
51666,1849,2025-03-10,50.44,Paid
51667,1636,2025-02-20,21.5,Paid
51668,1225,2025-01-19,115.7,Paid
51669,1042,2025-01-11,103.96,Paid
51670,1798,2025-01-22,59.96,Paid
51671,1474,2025-02-15,28.27,Paid
51672,1702,2025-02-18,104.12,Paid
51673,1117,2025-01-01,252.82,Paid
51674,1281,2025-03-09,208.44,Paid
51675,1778,2025-03-11,315.77,Refunded
51676,1021,2025-01-26,21.44,Processing
51677,1134,2025-02-14,529.07,Paid
51678,1551,2025-02-08,82.65,Paid
51679,1779,2025-03-18,716.86,Processing
51680,1790,2025-03-21,63.68,Paid
51681,1376,2025-01-12,115.67,Paid
51682,1703,2025-03-06,85.53,Paid
51683,1589,2025-03-14,85.95,Paid
51684,1499,2025-02-11,297.04,Paid
51685,1379,2025-02-03,225.81,Paid
51686,1604,2025-02-01,747.11,Paid
51687,1830,2025-02-24,162.6,Paid
51688,1187,2025-01-12,113.34,Paid
51689,1815,2025-03-05,34.16,Paid
51690,1551,2025-03-06,870.9,Paid
51691,1590,2025-03-12,140.29,Paid
51692,1130,2025-03-23,200.83,Paid
51693,1421,2025-02-07,98.32,Paid
51694,1632,2025-02-21,139.02,Paid
51695,1659,2025-03-11,448.6,Paid
51696,2006,2025-03-14,47.3,Paid
51697,1710,2025-03-14,71.88,Paid
51698,1311,2025-03-04,44.74,Paid
51699,1448,2025-01-16,255.69,Paid
51700,1328,2025-03-25,29.61,Paid
51701,1750,2025-02-21,32.77,Paid
51702,1547,2025-03-15,73.18,Paid
51703,1074,2025-02-03,128.29,Paid
51704,1480,2025-03-10,98.2,Paid
51705,1782,2025-01-14,26.88,Paid
51706,1511,2025-03-14,493.71,Paid
51707,1464,2025-03-01,478.23,Paid
51708,1336,2025-02-27,69.14,Paid
51709,1569,2025-02-22,217.25,Paid
51710,1333,2025-02-22,149.62,Paid
51711,1261,2025-01-03,60.67,Paid
51712,1666,2025-02-03,65.61,Paid
51713,1099,2025-01-19,121.34,Paid
51714,1456,2025-03-17,101.51,Refunded
51715,1057,2025-02-11,71.63,Paid
51716,1488,2025-03-18,267.16,Paid
51717,1158,2025-02-07,118.51,Paid
51718,1690,2025-01-06,179.57,Processing
51719,1031,2025-02-13,51.47,Refunded
51720,1693,2025-03-22,134.38,Paid
51721,1575,2025-03-07,77.4,Paid
51722,1444,2025-03-09,132.11,Paid
51723,1356,2025-03-23,247.68,Paid
51724,1247,2025-02-18,239.74,Paid
51725,1069,2025-01-13,85.59,Paid
51726,1743,2025-02-10,197.76,Paid
51727,1323,2025-01-07,445.27,Paid
51728,1024,2025-01-23,167.39,Paid
51729,1256,2025-02-18,44.1,Paid
51730,1068,2025-02-03,190.78,Paid
51731,1237,2025-01-19,36.62,Paid
51732,1186,2025-01-21,328.49,Paid
51733,1424,2025-01-10,129.06,Paid
51734,1132,2025-01-14,92.95,Paid
51735,1503,2025-01-09,28.8,Paid
51736,1693,2025-02-06,91.9,Paid
51737,1521,2025-03-21,370.28,Processing
51738,1488,2025-02-23,23.18,Refunded
51739,1025,2025-03-18,116.55,Paid
51740,1793,2025-01-19,421.39,Paid
51741,1559,2025-01-25,95.34,Paid
51742,1176,2025-03-10,103.84,Processing
51743,1480,2025-01-04,149.61,Paid
51744,1718,2025-02-21,113.25,Paid
51745,1468,2025-02-18,47.7,Paid
51746,1172,2025-01-14,22.81,Paid
51747,1803,2025-02-19,161.17,Paid
51748,1185,2025-03-02,400.38,Paid
51749,1423,2025-02-01,36.87,Paid
51750,1493,2025-03-21,55.54,Paid
51751,1540,2025-02-01,89.36,Refunded
51752,1584,2025-02-15,268.12,Processing
51753,1317,2025-03-07,67.05,Paid
51754,1433,2025-02-25,340.63,Paid
51755,1527,2025-02-13,28.48,Paid
51756,1735,2025-02-24,444.42,Processing
51757,1755,2025-03-10,143.4,Paid
51758,1844,2025-02-14,181.28,Paid
51759,1649,2025-03-20,88.76,Paid
51760,1007,2025-02-11,248.49,Paid
51761,1446,2025-02-21,47.33,Paid
51762,1018,2025-02-01,27.52,Paid
51763,1602,2025-03-07,95.51,Paid
51764,1840,2025-02-03,308.31,Paid
51765,1016,2025-02-11,230.93,Paid
51766,1818,2025-01-19,129.21,Paid
51767,1230,2025-01-24,147.34,Processing
51768,1485,2025-02-02,40.87,Processing
51769,1237,2025-02-04,295.53,Paid
51770,1233,2025-01-10,251.94,Processing
51771,1243,2025-02-08,180.27,Paid
51772,1474,2025-01-27,114.16,Paid
51773,1416,2025-02-11,520.56,Paid
51774,1415,2025-03-10,336.83,Paid
51775,1123,2025-01-01,175.11,Paid
51776,1072,2025-02-03,89.73,Paid
51777,1183,2025-01-05,164.36,Paid
51778,1115,2025-02-10,148.51,Paid
51779,1049,2025-02-26,95.19,Paid
51780,1628,2025-01-21,74.94,Processing
51781,1480,2025-01-03,98.39,Paid
51782,1101,2025-01-25,147.97,Paid
51783,1676,2025-02-17,103.83,Paid
51784,1419,2025-01-09,65.89,Paid
51785,1045,2025-02-17,234.67,Paid
51786,1523,2025-01-07,133.72,Paid
51787,1587,2025-03-15,30.51,Paid
51788,1027,2025-03-22,88.91,Paid
51789,1124,2025-03-08,344.31,Paid
51790,1220,2025-01-15,231.12,Paid
51791,1611,2025-02-07,78.57,Paid
51792,1676,2025-03-18,437.54,Paid
51793,1031,2025-02-18,31.95,Paid
51794,1208,2025-02-22,507.53,Paid
51795,1790,2025-02-01,62.3,Paid
51796,1744,2025-03-03,21.37,Refunded
51797,1509,2025-02-12,105.32,Paid
51798,1825,2025-02-04,86.7,Paid
51799,1374,2025-01-16,136.18,Paid
51800,1666,2025-02-05,259.01,Paid
51801,1551,2025-01-06,297.18,Paid
51802,1702,2025-02-18,96.93,Paid
51803,2029,2025-02-07,104.28,Paid
51804,1758,2025-03-24,44.06,Paid
51805,1341,2025-01-26,27.31,Paid
51806,1065,2025-03-13,173.75,Paid
51807,1413,2025-03-26,29.99,Paid
51808,1536,2025-03-23,218.54,Paid
51809,1794,2025-03-01,136.18,Paid
51810,1790,2025-03-04,53.21,Refunded
51811,1684,2025-01-22,136.32,Paid
51812,1722,2025-03-21,50.32,Paid
51813,1652,2025-02-05,106.63,Paid
51814,1597,2025-01-03,261.09,Paid
51815,1236,2025-03-01,112.96,Paid
51816,1463,2025-01-23,44.15,Paid
51817,1150,2025-01-23,213.01,Processing
51818,1791,2025-01-23,51.01,Paid
51819,1417,2025-01-07,221.23,Paid
51820,1567,2025-01-26,117.9,Paid
51821,1125,2025-02-17,110.7,Paid
51822,1424,2025-02-17,306.01,Paid
51823,1215,2025-01-12,204.96,Paid
51824,1825,2025-02-08,25.02,Paid
51825,1681,2025-01-05,72.68,Paid
51826,1550,2025-01-26,327.1,Paid
51827,1575,2025-03-08,22.77,Paid
51828,1260,2025-01-13,138.2,Paid
51829,1632,2025-01-05,215.2,Paid
51830,1835,2025-01-08,165.87,Paid
51831,1798,2025-01-23,234.4,Paid
51832,1523,2025-03-13,214.03,Processing
51833,1795,2025-01-02,196.66,Paid
51834,1664,2025-03-19,278.51,Paid
51835,1597,2025-01-07,175.64,Paid
51836,1052,2025-02-26,97.23,Paid
51837,1520,2025-03-19,115.77,Paid
51838,1461,2025-03-24,209.2,Paid
51839,2002,2025-01-10,333.49,Paid
51840,1816,2025-01-14,67.66,Paid
51841,1643,2025-02-26,82.8,Paid
51842,1653,2025-03-26,420.48,Processing
51843,1371,2025-01-25,149.59,Paid
51844,1616,2025-02-15,49.58,Processing
51845,1453,2025-01-06,183.46,Refunded
51846,1149,2025-02-01,722.67,Paid
51847,1182,2025-02-24,280.13,Paid
51848,1155,2025-03-17,225.41,Paid
51849,1537,2025-03-16,54.99,Paid
51850,1279,2025-01-08,333.29,Paid
51851,1327,2025-01-25,131.92,Paid
51852,1610,2025-02-09,350.13,Paid
51853,1550,2025-01-25,80.03,Paid
51854,1058,2025-03-04,29.61,Paid
51855,1273,2025-01-22,116.93,Paid
51856,1144,2025-01-11,67.17,Paid
51857,1496,2025-02-14,208.41,Paid
51858,1258,2025-02-17,492.36,Paid
51859,1150,2025-02-08,196.15,Paid
51860,1743,2025-02-07,346.97,Paid
51861,1337,2025-02-16,110.5,Paid
51862,1082,2025-01-09,241.53,Paid
51863,1518,2025-01-24,297.77,Paid
51864,1378,2025-02-01,206.13,Paid
51865,1318,2025-03-07,126.32,Paid
51866,1731,2025-01-19,167.47,Paid
51867,1147,2025-03-25,200.85,Paid
51868,1576,2025-03-01,63.77,Paid
51869,1130,2025-01-07,268.78,Paid
51870,1762,2025-01-13,470.34,Paid
51871,1708,2025-02-01,113.89,Paid
51872,1327,2025-02-22,201.13,Paid
51873,1814,2025-02-04,220.35,Paid
51874,1462,2025-03-23,182.82,Processing
51875,1794,2025-01-12,138.82,Refunded
51876,1111,2025-01-21,340.11,Paid
51877,1398,2025-03-10,109.38,Paid
51878,1355,2025-03-23,29.46,Paid
51879,1381,2025-01-12,299.22,Paid
51880,1238,2025-01-01,188.12,Paid
51881,1085,2025-02-18,303.83,Paid
51882,1451,2025-03-02,42.37,Paid
51883,1246,2025-01-08,24.69,Paid
51884,1483,2025-02-22,428.57,Processing
51885,1522,2025-02-26,43.98,Paid
51886,1337,2025-01-21,268.84,Paid
51887,1836,2025-03-20,279.92,Paid
51888,1024,2025-03-11,205.01,Paid
51889,1805,2025-02-24,41.11,Paid
51890,1047,2025-02-01,185.12,Paid
51891,1746,2025-03-24,349.85,Processing
51892,1498,2025-01-11,103.15,Paid
51893,1122,2025-03-16,100.04,Paid
51894,1624,2025-03-02,107.74,Paid
51895,1506,2025-03-03,32.88,Paid
51896,1111,2025-02-07,353.88,Paid
51897,1132,2025-02-06,325.09,Paid
51898,1560,2025-01-22,945.54,Paid
51899,1008,2025-02-03,151.99,Paid
51900,1128,2025-01-11,228.66,Paid
51901,1491,2025-02-26,53.97,Paid
51902,1061,2025-01-21,185.18,Paid
51903,1838,2025-02-10,177.36,Processing
51904,1753,2025-03-24,367.21,Paid
51905,1288,2025-02-15,286.49,Paid
51906,1538,2025-01-27,438.23,Paid
51907,1297,2025-02-19,324.69,Paid
51908,1582,2025-03-12,324.53,Paid
51909,1352,2025-01-24,29.88,Paid
51910,1425,2025-03-16,300.58,Paid
51911,1255,2025-02-15,160.27,Paid
51912,1511,2025-03-27,91.81,Paid
51913,1577,2025-02-12,28.73,Paid
51914,1313,2025-02-27,189.83,Paid
51915,1051,2025-01-04,79.67,Paid
51916,1136,2025-01-21,114.6,Paid
51917,1563,2025-02-08,191.73,Processing
51918,1093,2025-02-10,384.18,Paid
51919,1079,2025-03-22,281.82,Paid
51920,1088,2025-02-05,109.84,Paid
51921,1227,2025-03-05,93.6,Paid
51922,1771,2025-03-23,61.12,Paid
51923,1804,2025-01-10,89.88,Paid
51924,1783,2025-01-23,37.66,Paid
51925,1063,2025-03-18,551.62,Paid
51926,1126,2025-01-08,147.97,Paid
51927,1112,2025-03-21,40.51,Paid
51928,1241,2025-02-22,85.27,Processing
51929,1057,2025-03-08,138.79,Paid
51930,1429,2025-02-19,134.18,Paid
51931,1421,2025-03-18,25.42,Paid
51932,1644,2025-02-21,471.9,Paid
51933,1592,2025-01-23,68.32,Paid
51934,1512,2025-01-20,22.45,Paid
51935,1639,2025-03-18,31.93,Paid
51936,1334,2025-02-12,150.19,Paid
51937,1663,2025-01-07,42.24,Paid
51938,1724,2025-03-01,26.39,Paid
51939,1521,2025-03-24,91.62,Paid
51940,1334,2025-03-02,166.23,Paid
51941,1158,2025-03-19,37.79,Paid
51942,1218,2025-03-13,76.38,Paid
51943,1371,2025-01-24,101.13,Paid
51944,1298,2025-01-23,46.06,Paid
51945,1813,2025-03-01,125.81,Paid
51946,1071,2025-01-27,33.36,Paid
51947,1206,2025-02-24,27.15,Processing
51948,1259,2025-01-27,130.04,Processing
51949,1487,2025-01-09,62.73,Refunded
51950,1438,2025-01-18,35.04,Paid
51951,1474,2025-03-11,102.72,Paid
51952,1130,2025-01-19,390.01,Paid
51953,1276,2025-02-25,213.21,Paid
51954,1093,2025-02-02,273.61,Paid
51955,1678,2025-03-20,328.26,Paid
51956,1799,2025-02-19,559.73,Paid
51957,1224,2025-02-10,236.11,Paid
51958,1100,2025-01-08,160.63,Paid
51959,1358,2025-02-11,88.22,Paid
51960,1220,2025-01-20,50.07,Paid
51961,1005,2025-03-09,194.07,Paid
51962,1310,2025-03-02,813.25,Paid
51963,1168,2025-01-09,114.49,Paid
51964,1479,2025-01-13,212.93,Processing
51965,1212,2025-03-08,122.51,Paid
51966,1425,2025-03-21,104.83,Paid
51967,1095,2025-01-03,99.22,Paid
51968,1669,2025-01-04,125.37,Paid
51969,1534,2025-01-16,88.57,Refunded
51970,1779,2025-01-26,227.21,Paid
51971,1196,2025-02-20,331.05,Paid
51972,1086,2025-03-06,341.69,Paid
51973,1085,2025-01-21,58.76,Paid
51974,1391,2025-03-07,359.37,Processing
51975,1768,2025-02-10,82.68,Paid
51976,1822,2025-01-15,75.51,Paid
51977,1483,2025-02-02,214.61,Paid
51978,1029,2025-01-01,74.51,Processing
51979,1044,2025-01-04,28.16,Processing
51980,1206,2025-01-26,90.17,Paid
51981,1046,2025-03-11,211.73,Paid
51982,1572,2025-01-25,79.39,Paid
51983,1070,2025-02-12,168.96,Refunded
51984,1601,2025-01-07,181.87,Paid
51985,1450,2025-01-12,218.49,Paid
51986,1511,2025-03-08,361.14,Paid
51987,1214,2025-01-05,104.99,Paid
51988,1808,2025-03-14,47.31,Paid
51989,1199,2025-02-16,77.61,Paid
