customer_id,days_as_customer,total_transactions,purchase_count,total_spent,days_since_last_purchase,customer_region
CUST-11107,606,36,36,3667.29,352,Europe
CUST-11108,32,12,12,2050.85,12,Asia-Pacific
CUST-11109,405,21,21,848.38,72,Europe
CUST-11110,353,13,13,2949.89,133,Asia-Pacific
CUST-11111,175,28,28,1452.1,106,North America
CUST-11112,322,19,19,1876.53,220,North America
CUST-11113,461,42,42,8758.79,177,Latin America
CUST-11114,734,19,19,3028.51,282,North America
CUST-11115,978,24,24,2725.63,133,North America
CUST-11116,614,20,20,2630.46,22,Latin America
CUST-11117,428,7,7,1520.91,269,Latin America
CUST-11118,846,35,35,3552.53,161,Asia-Pacific
CUST-11119,993,22,22,4854.77,107,North America
CUST-11120,216,24,24,1075.93,23,Asia-Pacific
CUST-11121,90,32,32,6392.95,18,Asia-Pacific
CUST-11122,968,33,33,7118.04,242,Europe
CUST-11123,739,7,7,461.36,117,North America
CUST-11124,836,6,6,730.97,286,North America
CUST-11125,40,9,9,560.14,26,Europe
CUST-11126,255,6,6,1103.92,144,Asia-Pacific
CUST-11127,593,12,12,1745.44,205,North America
CUST-11128,801,7,7,1175.63,39,Asia-Pacific
CUST-11129,914,7,7,484.47,154,Europe
CUST-11130,255,21,21,1525.5,176,Latin America
CUST-11131,854,4,4,137.35,241,Asia-Pacific
CUST-11132,247,17,17,1656.91,166,North America
CUST-11133,966,29,29,4377.33,134,Latin America
CUST-11134,782,29,29,6323.03,46,Asia-Pacific
CUST-11135,535,25,25,4376.47,50,Asia-Pacific
CUST-11136,288,27,27,3320.03,166,Latin America
CUST-11137,83,26,26,6225.75,18,Latin America
CUST-11138,756,7,7,1307.81,72,Latin America
CUST-11139,718,14,14,3280.02,330,North America
CUST-11140,1073,25,25,3592.68,273,North America
CUST-11141,448,12,12,999.04,247,Asia-Pacific
CUST-11142,719,12,12,442.63,186,Asia-Pacific
CUST-11143,879,20,20,3767.38,70,Europe
CUST-11144,91,46,46,2405.49,78,North America
CUST-11145,245,28,28,2607.48,150,Asia-Pacific
CUST-11146,32,4,4,579.22,22,Latin America
CUST-11147,189,19,19,2887.88,6,Latin America
CUST-11148,810,8,8,1281.05,26,North America
CUST-11149,922,29,29,1809.82,140,Latin America
CUST-11150,358,37,37,4086.31,99,Europe
CUST-11151,609,51,51,8357.3,278,Asia-Pacific
CUST-11152,981,29,29,7053.07,51,Asia-Pacific
CUST-11153,664,23,23,4340.49,151,Asia-Pacific
CUST-11154,1017,24,24,5582.06,104,North America
CUST-11155,950,8,8,1571.98,89,Latin America
CUST-11156,767,16,16,2530.18,141,Europe
CUST-11157,199,19,19,1295.9,138,North America
CUST-11158,550,11,11,1925.05,183,Asia-Pacific
CUST-11159,69,23,23,3800.99,9,Europe
CUST-11160,984,55,55,8830.56,79,Asia-Pacific
CUST-11161,1013,4,4,540.81,52,Asia-Pacific
CUST-11162,1004,25,25,3598.69,269,North America
CUST-11163,67,17,17,1704.24,51,Asia-Pacific
CUST-11164,357,23,23,3262.44,186,Europe
CUST-11165,943,19,19,1319.55,34,Asia-Pacific
CUST-11166,483,14,14,2886.3,291,Latin America
CUST-11167,66,5,5,334.0,3,Asia-Pacific
CUST-11168,1002,26,26,1147.05,120,North America
CUST-11169,825,23,23,2832.57,326,Europe
CUST-11170,1002,23,23,3981.74,247,North America
CUST-11171,622,35,35,4322.02,192,Latin America
CUST-11172,1093,12,12,1047.24,323,Asia-Pacific
CUST-11173,253,17,17,2560.0,210,North America
CUST-11174,347,9,9,927.68,103,North America
CUST-11175,378,12,12,2818.74,329,North America
CUST-11176,144,6,6,1395.57,116,North America
CUST-11177,727,10,10,1380.34,133,Latin America
CUST-11178,1093,22,22,2173.03,323,Latin America
CUST-11179,69,52,52,9924.45,11,Asia-Pacific
CUST-11180,245,7,7,232.82,121,Asia-Pacific
CUST-11181,365,14,14,1845.52,94,Europe
CUST-11182,121,47,47,4731.62,68,Latin America
CUST-11183,382,24,24,5570.89,129,North America
CUST-11184,600,21,21,581.71,91,North America
CUST-11185,845,9,9,1344.45,92,Europe
CUST-11186,810,15,15,2874.74,63,North America
CUST-11187,392,11,11,1475.42,29,Europe
CUST-11188,586,23,23,1016.96,210,Asia-Pacific
CUST-11189,385,23,23,5607.49,12,Latin America
CUST-11190,220,12,12,1698.63,77,Europe
CUST-11191,451,14,14,2284.69,297,North America
CUST-11192,729,35,35,2738.3,130,Europe
CUST-11193,36,37,37,4950.12,16,Asia-Pacific
CUST-11194,162,13,13,1580.26,24,North America
CUST-11195,586,14,14,585.92,99,Asia-Pacific
CUST-11196,855,7,7,342.2,356,Asia-Pacific
CUST-11197,790,14,14,2988.04,139,Europe
CUST-11198,1084,18,18,1421.27,314,Asia-Pacific
CUST-11199,564,5,5,344.33,174,North America
CUST-11200,455,22,22,3049.31,29,Asia-Pacific
