customer_id,revenue,customer_type,value_segment
11262,245.71,Retail/SMB,Low-Value Retail (Bottom 25%)
10159,38.15,Retail/SMB,Low-Value Retail (Bottom 25%)
11059,335.89,Retail/SMB,Mid-Market SMB (Middle 50%)
10989,382.3,Retail/SMB,Mid-Market SMB (Middle 50%)
10842,570.27,Retail/SMB,Mid-Market SMB (Middle 50%)
10635,643.22,Retail/SMB,High-Value Enterprise (Top 25%)
10517,570.38,Retail/SMB,Mid-Market SMB (Middle 50%)
11429,283.96,Retail/SMB,Low-Value Retail (Bottom 25%)
11748,681.43,Retail/SMB,High-Value Enterprise (Top 25%)
10598,153.84,Retail/SMB,Low-Value Retail (Bottom 25%)
10196,254.26,Retail/SMB,Low-Value Retail (Bottom 25%)
11784,211.26,Retail/SMB,Low-Value Retail (Bottom 25%)
10870,837.54,Retail/SMB,High-Value Enterprise (Top 25%)
10411,890.34,Retail/SMB,High-Value Enterprise (Top 25%)
10097,951.22,Retail/SMB,High-Value Enterprise (Top 25%)
11001,762.8,Retail/SMB,High-Value Enterprise (Top 25%)
11506,578.37,Retail/SMB,Mid-Market SMB (Middle 50%)
10157,518.5,Retail/SMB,Mid-Market SMB (Middle 50%)
10420,312.76,Retail/SMB,Mid-Market SMB (Middle 50%)
11803,599.29,Retail/SMB,Mid-Market SMB (Middle 50%)
10478,238.3,Retail/SMB,Low-Value Retail (Bottom 25%)
11856,12238.53,Enterprise VIP,High-Value Enterprise (Top 25%)
10669,186.33,Retail/SMB,Low-Value Retail (Bottom 25%)
11418,261.31,Retail/SMB,Low-Value Retail (Bottom 25%)
11872,6727.16,Enterprise VIP,High-Value Enterprise (Top 25%)
11300,172.61,Retail/SMB,Low-Value Retail (Bottom 25%)
10448,401.51,Retail/SMB,Mid-Market SMB (Middle 50%)
10554,767.32,Retail/SMB,High-Value Enterprise (Top 25%)
10179,264.81,Retail/SMB,Low-Value Retail (Bottom 25%)
10391,272.91,Retail/SMB,Low-Value Retail (Bottom 25%)
10579,789.9,Retail/SMB,High-Value Enterprise (Top 25%)
11478,791.2,Retail/SMB,High-Value Enterprise (Top 25%)
11707,374.79,Retail/SMB,Mid-Market SMB (Middle 50%)
11288,217.79,Retail/SMB,Low-Value Retail (Bottom 25%)
11645,654.31,Retail/SMB,High-Value Enterprise (Top 25%)
11024,284.16,Retail/SMB,Low-Value Retail (Bottom 25%)
10821,530.15,Retail/SMB,Mid-Market SMB (Middle 50%)
11825,283.53,Retail/SMB,Low-Value Retail (Bottom 25%)
10985,229.13,Retail/SMB,Low-Value Retail (Bottom 25%)
11339,384.9,Retail/SMB,Mid-Market SMB (Middle 50%)
10665,871.33,Retail/SMB,High-Value Enterprise (Top 25%)
10143,118.13,Retail/SMB,Low-Value Retail (Bottom 25%)
11517,767.25,Retail/SMB,High-Value Enterprise (Top 25%)
11430,203.05,Retail/SMB,Low-Value Retail (Bottom 25%)
10865,235.39,Retail/SMB,Low-Value Retail (Bottom 25%)
10422,460.03,Retail/SMB,Mid-Market SMB (Middle 50%)
10637,1035.39,Retail/SMB,High-Value Enterprise (Top 25%)
11407,608.21,Retail/SMB,Mid-Market SMB (Middle 50%)
10800,722.54,Retail/SMB,High-Value Enterprise (Top 25%)
11404,804.36,Retail/SMB,High-Value Enterprise (Top 25%)
10616,221.83,Retail/SMB,Low-Value Retail (Bottom 25%)
10295,646.01,Retail/SMB,High-Value Enterprise (Top 25%)
10924,953.99,Retail/SMB,High-Value Enterprise (Top 25%)
11269,378.25,Retail/SMB,Mid-Market SMB (Middle 50%)
11903,11791.66,Enterprise VIP,High-Value Enterprise (Top 25%)
10089,474.69,Retail/SMB,Mid-Market SMB (Middle 50%)
10042,775.98,Retail/SMB,High-Value Enterprise (Top 25%)
11802,231.65,Retail/SMB,Low-Value Retail (Bottom 25%)
11934,14074.92,Enterprise VIP,High-Value Enterprise (Top 25%)
10132,571.08,Retail/SMB,Mid-Market SMB (Middle 50%)
11002,433.3,Retail/SMB,Mid-Market SMB (Middle 50%)
11158,258.88,Retail/SMB,Low-Value Retail (Bottom 25%)
11095,524.37,Retail/SMB,Mid-Market SMB (Middle 50%)
11855,10353.25,Enterprise VIP,High-Value Enterprise (Top 25%)
11345,494.35,Retail/SMB,Mid-Market SMB (Middle 50%)
11499,206.48,Retail/SMB,Low-Value Retail (Bottom 25%)
10165,241.62,Retail/SMB,Low-Value Retail (Bottom 25%)
10725,225.66,Retail/SMB,Low-Value Retail (Bottom 25%)
10291,433.72,Retail/SMB,Mid-Market SMB (Middle 50%)
11209,395.58,Retail/SMB,Mid-Market SMB (Middle 50%)
11589,344.09,Retail/SMB,Mid-Market SMB (Middle 50%)
11897,6431.69,Enterprise VIP,High-Value Enterprise (Top 25%)
11642,629.95,Retail/SMB,Mid-Market SMB (Middle 50%)
11362,251.18,Retail/SMB,Low-Value Retail (Bottom 25%)
10779,384.37,Retail/SMB,Mid-Market SMB (Middle 50%)
10840,300.66,Retail/SMB,Low-Value Retail (Bottom 25%)
10349,242.03,Retail/SMB,Low-Value Retail (Bottom 25%)
11945,7969.91,Enterprise VIP,High-Value Enterprise (Top 25%)
10572,422.83,Retail/SMB,Mid-Market SMB (Middle 50%)
10918,633.86,Retail/SMB,High-Value Enterprise (Top 25%)
10977,561.71,Retail/SMB,Mid-Market SMB (Middle 50%)
11914,6768.18,Enterprise VIP,High-Value Enterprise (Top 25%)
11469,750.17,Retail/SMB,High-Value Enterprise (Top 25%)
11592,965.39,Retail/SMB,High-Value Enterprise (Top 25%)
11318,345.86,Retail/SMB,Mid-Market SMB (Middle 50%)
11845,750.82,Retail/SMB,High-Value Enterprise (Top 25%)
10137,324.79,Retail/SMB,Mid-Market SMB (Middle 50%)
10459,579.0,Retail/SMB,Mid-Market SMB (Middle 50%)
10376,405.69,Retail/SMB,Mid-Market SMB (Middle 50%)
11343,335.4,Retail/SMB,Mid-Market SMB (Middle 50%)
10334,421.02,Retail/SMB,Mid-Market SMB (Middle 50%)
11160,266.34,Retail/SMB,Low-Value Retail (Bottom 25%)
11761,301.85,Retail/SMB,Low-Value Retail (Bottom 25%)
11458,408.08,Retail/SMB,Mid-Market SMB (Middle 50%)
10817,627.53,Retail/SMB,Mid-Market SMB (Middle 50%)
11115,273.7,Retail/SMB,Low-Value Retail (Bottom 25%)
11006,426.41,Retail/SMB,Mid-Market SMB (Middle 50%)
11857,11329.2,Enterprise VIP,High-Value Enterprise (Top 25%)
11955,10892.68,Enterprise VIP,High-Value Enterprise (Top 25%)
11851,11937.05,Enterprise VIP,High-Value Enterprise (Top 25%)
10911,781.98,Retail/SMB,High-Value Enterprise (Top 25%)
11930,6763.34,Enterprise VIP,High-Value Enterprise (Top 25%)
11126,687.76,Retail/SMB,High-Value Enterprise (Top 25%)
10329,334.02,Retail/SMB,Mid-Market SMB (Middle 50%)
11248,558.91,Retail/SMB,Mid-Market SMB (Middle 50%)
10319,803.68,Retail/SMB,High-Value Enterprise (Top 25%)
11690,397.55,Retail/SMB,Mid-Market SMB (Middle 50%)
11359,613.96,Retail/SMB,Mid-Market SMB (Middle 50%)
11733,448.3,Retail/SMB,Mid-Market SMB (Middle 50%)
10168,340.59,Retail/SMB,Mid-Market SMB (Middle 50%)
10013,811.62,Retail/SMB,High-Value Enterprise (Top 25%)
11927,11660.9,Enterprise VIP,High-Value Enterprise (Top 25%)
10172,554.75,Retail/SMB,Mid-Market SMB (Middle 50%)
10650,218.13,Retail/SMB,Low-Value Retail (Bottom 25%)
11062,761.34,Retail/SMB,High-Value Enterprise (Top 25%)
10261,114.3,Retail/SMB,Low-Value Retail (Bottom 25%)
11367,169.33,Retail/SMB,Low-Value Retail (Bottom 25%)
11549,220.3,Retail/SMB,Low-Value Retail (Bottom 25%)
10902,430.32,Retail/SMB,Mid-Market SMB (Middle 50%)
10673,599.67,Retail/SMB,Mid-Market SMB (Middle 50%)
10259,150.07,Retail/SMB,Low-Value Retail (Bottom 25%)
10845,901.11,Retail/SMB,High-Value Enterprise (Top 25%)
10868,244.89,Retail/SMB,Low-Value Retail (Bottom 25%)
11800,155.15,Retail/SMB,Low-Value Retail (Bottom 25%)
10139,283.03,Retail/SMB,Low-Value Retail (Bottom 25%)
10894,314.64,Retail/SMB,Mid-Market SMB (Middle 50%)
11838,259.72,Retail/SMB,Low-Value Retail (Bottom 25%)
10550,804.4,Retail/SMB,High-Value Enterprise (Top 25%)
10320,551.87,Retail/SMB,Mid-Market SMB (Middle 50%)
11527,564.34,Retail/SMB,Mid-Market SMB (Middle 50%)
11806,262.02,Retail/SMB,Low-Value Retail (Bottom 25%)
11178,807.27,Retail/SMB,High-Value Enterprise (Top 25%)
10559,444.86,Retail/SMB,Mid-Market SMB (Middle 50%)
10140,578.49,Retail/SMB,Mid-Market SMB (Middle 50%)
11735,512.58,Retail/SMB,Mid-Market SMB (Middle 50%)
10532,445.94,Retail/SMB,Mid-Market SMB (Middle 50%)
10225,109.32,Retail/SMB,Low-Value Retail (Bottom 25%)
10724,738.07,Retail/SMB,High-Value Enterprise (Top 25%)
10787,321.93,Retail/SMB,Mid-Market SMB (Middle 50%)
11718,397.6,Retail/SMB,Mid-Market SMB (Middle 50%)
11008,278.6,Retail/SMB,Low-Value Retail (Bottom 25%)
10410,113.01,Retail/SMB,Low-Value Retail (Bottom 25%)
10326,492.88,Retail/SMB,Mid-Market SMB (Middle 50%)
11766,54.43,Retail/SMB,Low-Value Retail (Bottom 25%)
10300,427.47,Retail/SMB,Mid-Market SMB (Middle 50%)
11263,336.58,Retail/SMB,Mid-Market SMB (Middle 50%)
11946,6739.76,Enterprise VIP,High-Value Enterprise (Top 25%)
10026,454.51,Retail/SMB,Mid-Market SMB (Middle 50%)
11859,6470.62,Enterprise VIP,High-Value Enterprise (Top 25%)
10715,121.02,Retail/SMB,Low-Value Retail (Bottom 25%)
11010,332.5,Retail/SMB,Mid-Market SMB (Middle 50%)
10194,608.56,Retail/SMB,Mid-Market SMB (Middle 50%)
10441,285.02,Retail/SMB,Low-Value Retail (Bottom 25%)
10574,288.52,Retail/SMB,Low-Value Retail (Bottom 25%)
10947,412.27,Retail/SMB,Mid-Market SMB (Middle 50%)
10998,535.2,Retail/SMB,Mid-Market SMB (Middle 50%)
10504,410.11,Retail/SMB,Mid-Market SMB (Middle 50%)
10606,164.12,Retail/SMB,Low-Value Retail (Bottom 25%)
11717,338.67,Retail/SMB,Mid-Market SMB (Middle 50%)
11164,395.58,Retail/SMB,Mid-Market SMB (Middle 50%)
11787,937.99,Retail/SMB,High-Value Enterprise (Top 25%)
10847,182.78,Retail/SMB,Low-Value Retail (Bottom 25%)
10004,369.38,Retail/SMB,Mid-Market SMB (Middle 50%)
11287,578.43,Retail/SMB,Mid-Market SMB (Middle 50%)
11223,263.85,Retail/SMB,Low-Value Retail (Bottom 25%)
10468,476.35,Retail/SMB,Mid-Market SMB (Middle 50%)
10322,500.88,Retail/SMB,Mid-Market SMB (Middle 50%)
10006,601.98,Retail/SMB,Mid-Market SMB (Middle 50%)
10223,1075.34,Retail/SMB,High-Value Enterprise (Top 25%)
11375,909.15,Retail/SMB,High-Value Enterprise (Top 25%)
10548,496.32,Retail/SMB,Mid-Market SMB (Middle 50%)
10229,254.08,Retail/SMB,Low-Value Retail (Bottom 25%)
10040,378.94,Retail/SMB,Mid-Market SMB (Middle 50%)
10543,630.88,Retail/SMB,Mid-Market SMB (Middle 50%)
10243,443.14,Retail/SMB,Mid-Market SMB (Middle 50%)
10899,279.88,Retail/SMB,Low-Value Retail (Bottom 25%)
11134,649.25,Retail/SMB,High-Value Enterprise (Top 25%)
11449,222.9,Retail/SMB,Low-Value Retail (Bottom 25%)
11869,11054.06,Enterprise VIP,High-Value Enterprise (Top 25%)
10843,255.75,Retail/SMB,Low-Value Retail (Bottom 25%)
11419,500.0,Retail/SMB,Mid-Market SMB (Middle 50%)
11654,489.68,Retail/SMB,Mid-Market SMB (Middle 50%)
11970,11418.6,Enterprise VIP,High-Value Enterprise (Top 25%)
10662,262.0,Retail/SMB,Low-Value Retail (Bottom 25%)
11211,421.54,Retail/SMB,Mid-Market SMB (Middle 50%)
10315,427.23,Retail/SMB,Mid-Market SMB (Middle 50%)
10692,291.7,Retail/SMB,Low-Value Retail (Bottom 25%)
11504,495.75,Retail/SMB,Mid-Market SMB (Middle 50%)
10425,525.59,Retail/SMB,Mid-Market SMB (Middle 50%)
10595,425.21,Retail/SMB,Mid-Market SMB (Middle 50%)
11964,13952.14,Enterprise VIP,High-Value Enterprise (Top 25%)
10623,166.38,Retail/SMB,Low-Value Retail (Bottom 25%)
11171,561.82,Retail/SMB,Mid-Market SMB (Middle 50%)
11044,390.42,Retail/SMB,Mid-Market SMB (Middle 50%)
10228,955.04,Retail/SMB,High-Value Enterprise (Top 25%)
11118,628.07,Retail/SMB,Mid-Market SMB (Middle 50%)
11332,448.26,Retail/SMB,Mid-Market SMB (Middle 50%)
11316,624.37,Retail/SMB,Mid-Market SMB (Middle 50%)
10067,128.13,Retail/SMB,Low-Value Retail (Bottom 25%)
10025,594.16,Retail/SMB,Mid-Market SMB (Middle 50%)
10145,270.57,Retail/SMB,Low-Value Retail (Bottom 25%)
10537,403.31,Retail/SMB,Mid-Market SMB (Middle 50%)
10812,263.21,Retail/SMB,Low-Value Retail (Bottom 25%)
11467,379.17,Retail/SMB,Mid-Market SMB (Middle 50%)
10086,206.7,Retail/SMB,Low-Value Retail (Bottom 25%)
11661,908.36,Retail/SMB,High-Value Enterprise (Top 25%)
11646,631.88,Retail/SMB,Mid-Market SMB (Middle 50%)
11805,240.69,Retail/SMB,Low-Value Retail (Bottom 25%)
11818,517.88,Retail/SMB,Mid-Market SMB (Middle 50%)
11577,400.23,Retail/SMB,Mid-Market SMB (Middle 50%)
11145,463.17,Retail/SMB,Mid-Market SMB (Middle 50%)
10363,317.79,Retail/SMB,Mid-Market SMB (Middle 50%)
11612,248.32,Retail/SMB,Low-Value Retail (Bottom 25%)
11866,14147.89,Enterprise VIP,High-Value Enterprise (Top 25%)
11027,534.58,Retail/SMB,Mid-Market SMB (Middle 50%)
11031,637.72,Retail/SMB,High-Value Enterprise (Top 25%)
11304,379.43,Retail/SMB,Mid-Market SMB (Middle 50%)
11356,362.09,Retail/SMB,Mid-Market SMB (Middle 50%)
11731,486.37,Retail/SMB,Mid-Market SMB (Middle 50%)
10666,670.05,Retail/SMB,High-Value Enterprise (Top 25%)
10365,390.98,Retail/SMB,Mid-Market SMB (Middle 50%)
10078,308.14,Retail/SMB,Mid-Market SMB (Middle 50%)
10028,356.43,Retail/SMB,Mid-Market SMB (Middle 50%)
11437,953.13,Retail/SMB,High-Value Enterprise (Top 25%)
10526,472.26,Retail/SMB,Mid-Market SMB (Middle 50%)
11835,775.72,Retail/SMB,High-Value Enterprise (Top 25%)
10056,658.14,Retail/SMB,High-Value Enterprise (Top 25%)
10639,699.08,Retail/SMB,High-Value Enterprise (Top 25%)
10303,252.69,Retail/SMB,Low-Value Retail (Bottom 25%)
10719,547.09,Retail/SMB,Mid-Market SMB (Middle 50%)
10625,347.43,Retail/SMB,Mid-Market SMB (Middle 50%)
10008,543.09,Retail/SMB,Mid-Market SMB (Middle 50%)
10804,352.33,Retail/SMB,Mid-Market SMB (Middle 50%)
11050,211.68,Retail/SMB,Low-Value Retail (Bottom 25%)
10337,101.92,Retail/SMB,Low-Value Retail (Bottom 25%)
10048,356.83,Retail/SMB,Mid-Market SMB (Middle 50%)
11764,394.06,Retail/SMB,Mid-Market SMB (Middle 50%)
10107,419.86,Retail/SMB,Mid-Market SMB (Middle 50%)
10350,599.15,Retail/SMB,Mid-Market SMB (Middle 50%)
11080,211.65,Retail/SMB,Low-Value Retail (Bottom 25%)
10239,418.21,Retail/SMB,Mid-Market SMB (Middle 50%)
10214,265.09,Retail/SMB,Low-Value Retail (Bottom 25%)
11776,195.45,Retail/SMB,Low-Value Retail (Bottom 25%)
11139,566.92,Retail/SMB,Mid-Market SMB (Middle 50%)
10794,344.31,Retail/SMB,Mid-Market SMB (Middle 50%)
11587,893.03,Retail/SMB,High-Value Enterprise (Top 25%)
11583,506.33,Retail/SMB,Mid-Market SMB (Middle 50%)
11672,543.32,Retail/SMB,Mid-Market SMB (Middle 50%)
10524,569.54,Retail/SMB,Mid-Market SMB (Middle 50%)
10233,720.62,Retail/SMB,High-Value Enterprise (Top 25%)
10645,1162.8,Retail/SMB,High-Value Enterprise (Top 25%)
11508,492.28,Retail/SMB,Mid-Market SMB (Middle 50%)
10534,309.42,Retail/SMB,Mid-Market SMB (Middle 50%)
11942,9467.33,Enterprise VIP,High-Value Enterprise (Top 25%)
10604,408.98,Retail/SMB,Mid-Market SMB (Middle 50%)
11330,475.0,Retail/SMB,Mid-Market SMB (Middle 50%)
11075,856.39,Retail/SMB,High-Value Enterprise (Top 25%)
11305,352.71,Retail/SMB,Mid-Market SMB (Middle 50%)
10061,183.15,Retail/SMB,Low-Value Retail (Bottom 25%)
11264,580.27,Retail/SMB,Mid-Market SMB (Middle 50%)
10093,288.84,Retail/SMB,Low-Value Retail (Bottom 25%)
10667,661.92,Retail/SMB,High-Value Enterprise (Top 25%)
10281,551.73,Retail/SMB,Mid-Market SMB (Middle 50%)
11114,340.0,Retail/SMB,Mid-Market SMB (Middle 50%)
10360,270.89,Retail/SMB,Low-Value Retail (Bottom 25%)
11129,270.58,Retail/SMB,Low-Value Retail (Bottom 25%)
11170,460.37,Retail/SMB,Mid-Market SMB (Middle 50%)
10848,144.0,Retail/SMB,Low-Value Retail (Bottom 25%)
11522,346.91,Retail/SMB,Mid-Market SMB (Middle 50%)
10111,228.69,Retail/SMB,Low-Value Retail (Bottom 25%)
10043,498.6,Retail/SMB,Mid-Market SMB (Middle 50%)
10126,682.93,Retail/SMB,High-Value Enterprise (Top 25%)
10205,179.17,Retail/SMB,Low-Value Retail (Bottom 25%)
10053,642.96,Retail/SMB,High-Value Enterprise (Top 25%)
10546,286.87,Retail/SMB,Low-Value Retail (Bottom 25%)
10069,430.0,Retail/SMB,Mid-Market SMB (Middle 50%)
11741,687.9,Retail/SMB,High-Value Enterprise (Top 25%)
11548,328.44,Retail/SMB,Mid-Market SMB (Middle 50%)
10184,375.66,Retail/SMB,Mid-Market SMB (Middle 50%)
10138,693.34,Retail/SMB,High-Value Enterprise (Top 25%)
10900,267.76,Retail/SMB,Low-Value Retail (Bottom 25%)
10797,243.09,Retail/SMB,Low-Value Retail (Bottom 25%)
10133,273.71,Retail/SMB,Low-Value Retail (Bottom 25%)
10081,250.89,Retail/SMB,Low-Value Retail (Bottom 25%)
11987,12888.76,Enterprise VIP,High-Value Enterprise (Top 25%)
11541,426.4,Retail/SMB,Mid-Market SMB (Middle 50%)
10542,200.2,Retail/SMB,Low-Value Retail (Bottom 25%)
11669,402.71,Retail/SMB,Mid-Market SMB (Middle 50%)
10984,231.14,Retail/SMB,Low-Value Retail (Bottom 25%)
10166,522.99,Retail/SMB,Mid-Market SMB (Middle 50%)
10249,1024.69,Retail/SMB,High-Value Enterprise (Top 25%)
10447,164.82,Retail/SMB,Low-Value Retail (Bottom 25%)
11515,800.34,Retail/SMB,High-Value Enterprise (Top 25%)
10859,582.93,Retail/SMB,Mid-Market SMB (Middle 50%)
11212,467.97,Retail/SMB,Mid-Market SMB (Middle 50%)
10098,525.89,Retail/SMB,Mid-Market SMB (Middle 50%)
11974,13962.88,Enterprise VIP,High-Value Enterprise (Top 25%)
10738,1200.85,Retail/SMB,High-Value Enterprise (Top 25%)
11256,764.83,Retail/SMB,High-Value Enterprise (Top 25%)
10103,367.18,Retail/SMB,Mid-Market SMB (Middle 50%)
10435,682.88,Retail/SMB,High-Value Enterprise (Top 25%)
10075,791.01,Retail/SMB,High-Value Enterprise (Top 25%)
11792,457.62,Retail/SMB,Mid-Market SMB (Middle 50%)
11235,161.65,Retail/SMB,Low-Value Retail (Bottom 25%)
10919,400.8,Retail/SMB,Mid-Market SMB (Middle 50%)
11712,188.55,Retail/SMB,Low-Value Retail (Bottom 25%)
11671,439.93,Retail/SMB,Mid-Market SMB (Middle 50%)
11621,108.74,Retail/SMB,Low-Value Retail (Bottom 25%)
10763,356.17,Retail/SMB,Mid-Market SMB (Middle 50%)
10990,432.13,Retail/SMB,Mid-Market SMB (Middle 50%)
10389,113.77,Retail/SMB,Low-Value Retail (Bottom 25%)
10236,775.22,Retail/SMB,High-Value Enterprise (Top 25%)
11507,356.25,Retail/SMB,Mid-Market SMB (Middle 50%)
10268,270.51,Retail/SMB,Low-Value Retail (Bottom 25%)
11188,558.57,Retail/SMB,Mid-Market SMB (Middle 50%)
10118,171.23,Retail/SMB,Low-Value Retail (Bottom 25%)
11607,355.15,Retail/SMB,Mid-Market SMB (Middle 50%)
10674,479.63,Retail/SMB,Mid-Market SMB (Middle 50%)
10250,911.21,Retail/SMB,High-Value Enterprise (Top 25%)
11453,734.19,Retail/SMB,High-Value Enterprise (Top 25%)
11995,9861.21,Enterprise VIP,High-Value Enterprise (Top 25%)
10095,482.4,Retail/SMB,Mid-Market SMB (Middle 50%)
10034,560.76,Retail/SMB,Mid-Market SMB (Middle 50%)
11464,132.25,Retail/SMB,Low-Value Retail (Bottom 25%)
11668,128.76,Retail/SMB,Low-Value Retail (Bottom 25%)
10449,563.09,Retail/SMB,Mid-Market SMB (Middle 50%)
10717,881.97,Retail/SMB,High-Value Enterprise (Top 25%)
11810,228.69,Retail/SMB,Low-Value Retail (Bottom 25%)
11518,504.64,Retail/SMB,Mid-Market SMB (Middle 50%)
10001,531.58,Retail/SMB,Mid-Market SMB (Middle 50%)
11376,784.1,Retail/SMB,High-Value Enterprise (Top 25%)
11102,142.72,Retail/SMB,Low-Value Retail (Bottom 25%)
11109,569.47,Retail/SMB,Mid-Market SMB (Middle 50%)
11227,378.07,Retail/SMB,Mid-Market SMB (Middle 50%)
10083,272.04,Retail/SMB,Low-Value Retail (Bottom 25%)
11289,147.68,Retail/SMB,Low-Value Retail (Bottom 25%)
10677,240.58,Retail/SMB,Low-Value Retail (Bottom 25%)
11921,9164.31,Enterprise VIP,High-Value Enterprise (Top 25%)
11047,234.88,Retail/SMB,Low-Value Retail (Bottom 25%)
10771,599.74,Retail/SMB,Mid-Market SMB (Middle 50%)
11947,10782.28,Enterprise VIP,High-Value Enterprise (Top 25%)
11281,495.28,Retail/SMB,Mid-Market SMB (Middle 50%)
11581,939.06,Retail/SMB,High-Value Enterprise (Top 25%)
11489,184.35,Retail/SMB,Low-Value Retail (Bottom 25%)
10405,204.02,Retail/SMB,Low-Value Retail (Bottom 25%)
11728,727.09,Retail/SMB,High-Value Enterprise (Top 25%)
11299,570.84,Retail/SMB,Mid-Market SMB (Middle 50%)
11341,701.84,Retail/SMB,High-Value Enterprise (Top 25%)
10105,400.96,Retail/SMB,Mid-Market SMB (Middle 50%)
10689,443.58,Retail/SMB,Mid-Market SMB (Middle 50%)
11306,925.52,Retail/SMB,High-Value Enterprise (Top 25%)
10827,738.75,Retail/SMB,High-Value Enterprise (Top 25%)
10063,383.81,Retail/SMB,Mid-Market SMB (Middle 50%)
10853,837.16,Retail/SMB,High-Value Enterprise (Top 25%)
11354,431.98,Retail/SMB,Mid-Market SMB (Middle 50%)
10224,268.07,Retail/SMB,Low-Value Retail (Bottom 25%)
10146,393.23,Retail/SMB,Mid-Market SMB (Middle 50%)
11089,250.9,Retail/SMB,Low-Value Retail (Bottom 25%)
10374,364.42,Retail/SMB,Mid-Market SMB (Middle 50%)
11421,512.7,Retail/SMB,Mid-Market SMB (Middle 50%)
11143,48.52,Retail/SMB,Low-Value Retail (Bottom 25%)
11827,426.93,Retail/SMB,Mid-Market SMB (Middle 50%)
11495,545.8,Retail/SMB,Mid-Market SMB (Middle 50%)
11602,282.6,Retail/SMB,Low-Value Retail (Bottom 25%)
11271,178.8,Retail/SMB,Low-Value Retail (Bottom 25%)
10010,128.66,Retail/SMB,Low-Value Retail (Bottom 25%)
10450,503.05,Retail/SMB,Mid-Market SMB (Middle 50%)
10709,305.48,Retail/SMB,Low-Value Retail (Bottom 25%)
10256,588.56,Retail/SMB,Mid-Market SMB (Middle 50%)
10883,396.21,Retail/SMB,Mid-Market SMB (Middle 50%)
10390,184.11,Retail/SMB,Low-Value Retail (Bottom 25%)
10909,1023.43,Retail/SMB,High-Value Enterprise (Top 25%)
10925,690.69,Retail/SMB,High-Value Enterprise (Top 25%)
11704,429.73,Retail/SMB,Mid-Market SMB (Middle 50%)
11233,332.51,Retail/SMB,Mid-Market SMB (Middle 50%)
10461,316.93,Retail/SMB,Mid-Market SMB (Middle 50%)
11270,644.73,Retail/SMB,High-Value Enterprise (Top 25%)
11760,396.43,Retail/SMB,Mid-Market SMB (Middle 50%)
11169,436.19,Retail/SMB,Mid-Market SMB (Middle 50%)
10959,364.55,Retail/SMB,Mid-Market SMB (Middle 50%)
10502,380.68,Retail/SMB,Mid-Market SMB (Middle 50%)
10740,396.47,Retail/SMB,Mid-Market SMB (Middle 50%)
11850,248.1,Retail/SMB,Low-Value Retail (Bottom 25%)
10869,958.15,Retail/SMB,High-Value Enterprise (Top 25%)
10732,654.72,Retail/SMB,High-Value Enterprise (Top 25%)
10540,235.82,Retail/SMB,Low-Value Retail (Bottom 25%)
11202,839.49,Retail/SMB,High-Value Enterprise (Top 25%)
10698,1057.63,Retail/SMB,High-Value Enterprise (Top 25%)
11393,484.92,Retail/SMB,Mid-Market SMB (Middle 50%)
11377,319.25,Retail/SMB,Mid-Market SMB (Middle 50%)
11146,321.26,Retail/SMB,Mid-Market SMB (Middle 50%)
11032,106.91,Retail/SMB,Low-Value Retail (Bottom 25%)
10373,198.29,Retail/SMB,Low-Value Retail (Bottom 25%)
10668,351.92,Retail/SMB,Mid-Market SMB (Middle 50%)
11526,500.04,Retail/SMB,Mid-Market SMB (Middle 50%)
10358,440.73,Retail/SMB,Mid-Market SMB (Middle 50%)
10968,576.64,Retail/SMB,Mid-Market SMB (Middle 50%)
10784,290.67,Retail/SMB,Low-Value Retail (Bottom 25%)
10736,534.39,Retail/SMB,Mid-Market SMB (Middle 50%)
11036,453.9,Retail/SMB,Mid-Market SMB (Middle 50%)
10971,392.08,Retail/SMB,Mid-Market SMB (Middle 50%)
11525,185.12,Retail/SMB,Low-Value Retail (Bottom 25%)
11487,293.51,Retail/SMB,Low-Value Retail (Bottom 25%)
11524,532.36,Retail/SMB,Mid-Market SMB (Middle 50%)
11491,829.48,Retail/SMB,High-Value Enterprise (Top 25%)
11643,327.74,Retail/SMB,Mid-Market SMB (Middle 50%)
11253,595.7,Retail/SMB,Mid-Market SMB (Middle 50%)
11694,170.7,Retail/SMB,Low-Value Retail (Bottom 25%)
11750,530.21,Retail/SMB,Mid-Market SMB (Middle 50%)
11237,458.64,Retail/SMB,Mid-Market SMB (Middle 50%)
10886,499.97,Retail/SMB,Mid-Market SMB (Middle 50%)
10080,431.81,Retail/SMB,Mid-Market SMB (Middle 50%)
11173,417.21,Retail/SMB,Mid-Market SMB (Middle 50%)
10815,371.9,Retail/SMB,Mid-Market SMB (Middle 50%)
11286,226.57,Retail/SMB,Low-Value Retail (Bottom 25%)
10672,548.51,Retail/SMB,Mid-Market SMB (Middle 50%)
11532,417.88,Retail/SMB,Mid-Market SMB (Middle 50%)
10058,351.38,Retail/SMB,Mid-Market SMB (Middle 50%)
10134,368.85,Retail/SMB,Mid-Market SMB (Middle 50%)
11141,777.4,Retail/SMB,High-Value Enterprise (Top 25%)
10934,422.26,Retail/SMB,Mid-Market SMB (Middle 50%)
11685,259.92,Retail/SMB,Low-Value Retail (Bottom 25%)
10824,198.06,Retail/SMB,Low-Value Retail (Bottom 25%)
11215,752.29,Retail/SMB,High-Value Enterprise (Top 25%)
10505,925.29,Retail/SMB,High-Value Enterprise (Top 25%)
